end_date,state,pollster,population,sample_size,numeric_grade,poll_score,pct,candidate,national_poll,recency,sample_size_weight,recency_weight,combined_weight
2024-09-04,National,Pollster C,lv,336,0.6671223138691857,-0.2570378319360316,54.1,Donald Trump,1,62,0.14608695652173914,0.002029430636295734,2.964733451284203e-4
2024-09-04,National,Pollster C,rv,565,2.7550397750455886,-0.0486134288366884,57.3,Donald Trump,1,62,0.24565217391304348,0.002029430636295734,4.985340476117781e-4
2024-08-05,Pennsylvania,Pollster A,lv,1709,1.5546765488106757,-1.1343977658543736,36.2,Donald Trump,0,92,0.7430434782608696,1.0103940183709324e-4,7.507666858243145e-5
2024-08-03,National,Pollster C,rv,826,1.443363201804459,-0.950943541363813,53.9,Donald Trump,1,94,0.3591304347826087,8.272406555663223e-5,2.9708729630338357e-5
2024-08-24,North Carolina,Pollster B,rv,625,1.4045592340407893,1.8575362655101344,42.6,Donald Trump,0,73,0.2717391304347826,6.755387751938437e-4,1.8357031934615318e-4
2024-08-16,Wisconsin,Pollster C,rv,1862,1.7854283000342548,-1.2315998956328258,38,Kamala Harris,0,81,0.8095652173913044,3.035391380788668e-4,2.4573472830558696e-4
2024-09-11,Wisconsin,Pollster C,rv,1424,0.833080060663633,-1.3341814164305106,36.4,Kamala Harris,0,55,0.6191304347826087,0.004086771438464067,0.0025302445775534045
2024-10-28,Nevada,Pollster B,lv,1666,1.3518401137553155,1.6855635064421222,30.8,Donald Trump,0,8,0.7243478260869565,0.44932896411722156,0.3254704583562135
2024-10-16,Pennsylvania,Pollster D,rv,71,1.7782570958370343,0.9843901444692165,39.6,Donald Trump,0,20,0.030869565217391304,0.1353352832366127,0.0041777413520867395
2024-10-24,National,Pollster B,lv,2040,1.9007624046644196,-0.5137102694716305,49.9,Kamala Harris,1,12,0.8869565217391304,0.301194211912202,0.26714617056560525
2024-07-21,North Carolina,Pollster A,rv,1136,2.9704821954946965,0.06842386862263083,48.5,Donald Trump,0,107,0.49391304347826087,2.254493791321217e-5,1.1135238899743054e-5
2024-09-05,Georgia,Pollster C,rv,674,1.354090623324737,-0.6090787682915106,54.6,Kamala Harris,0,61,0.29304347826086957,0.002242867719485801,6.572577577971435e-4
2024-07-27,National,Pollster A,rv,780,2.5324055710807443,0.46646548982243985,52.4,Donald Trump,1,101,0.3391304347826087,4.107955522530065e-5,1.3931327424232393e-5
2024-10-02,North Carolina,Pollster D,rv,763,1.246338398894295,-0.2300443616695702,61.4,Kamala Harris,0,34,0.3317391304347826,0.033373269960326066,0.01107121955640382
2024-07-25,Arizona,Pollster D,lv,566,1.8919854792766273,-1.142887142021209,44.7,Kamala Harris,0,103,0.24608695652173912,3.363309518571897e-5,8.276666032659537e-6
2024-09-07,Arizona,Pollster C,lv,1844,1.6718627851223573,0.08182492956984788,33.1,Donald Trump,0,59,0.8017391304347826,0.0027394448187683684,0.0021963201068734223
2024-09-21,Pennsylvania,Pollster A,rv,716,0.7317788812797517,-1.1511048134416342,45.3,Kamala Harris,0,45,0.31130434782608696,0.011108996538242306,0.0034582789223397787
2024-09-14,Michigan,Pollster B,lv,2226,2.609466503607109,1.255024638143368,44.7,Kamala Harris,0,52,0.9678260869565217,0.0055165644207607716,0.005339074956788468
2024-09-08,Wisconsin,Pollster D,rv,646,2.069091490819119,0.5139039896894246,60.3,Donald Trump,0,58,0.2808695652173913,0.0030275547453758127,8.503479850055544e-4
2024-10-16,Arizona,Pollster C,lv,349,0.8434494027169421,1.5397990993224084,65.6,Donald Trump,0,20,0.1517391304347826,0.1353352832366127,0.020535658195468622
2024-08-28,National,Pollster D,lv,1930,0.6144979271339253,-0.5348860451485962,52.4,Donald Trump,1,69,0.8391304347826087,0.0010077854290485105,8.456634252450544e-4
2024-09-13,Nevada,Pollster A,rv,450,0.9793522809632123,-1.0257470472715795,60.1,Kamala Harris,0,53,0.1956521739130435,0.004991593906910213,9.76616199178085e-4
2024-10-10,North Carolina,Pollster C,rv,864,1.0204620969016105,0.8976889388868585,37.5,Kamala Harris,0,26,0.37565217391304345,0.07427357821433388,0.027901031120514983
2024-10-15,Nevada,Pollster A,lv,2244,1.4706160763744265,0.4775504058925435,44,Kamala Harris,0,21,0.9756521739130435,0.1224564282529819,0.11947488043464843
2024-10-19,Arizona,Pollster A,lv,1009,2.715437686536461,-1.1521539714885876,59.1,Kamala Harris,0,17,0.43869565217391304,0.1826835240527346,0.08014246772574314
2024-08-14,Michigan,Pollster B,lv,1511,2.1488893830683082,-0.7743243889417499,30.3,Kamala Harris,0,83,0.6569565217391304,2.4851682710795185e-4,1.6326475033048488e-4
2024-08-13,Georgia,Pollster C,lv,2182,2.1390499525005,0.14981171756517142,63,Kamala Harris,0,84,0.948695652173913,2.248673241788482e-4,2.133306527644551e-4
2024-08-20,North Carolina,Pollster C,lv,847,2.9618686275789514,0.06781629170291126,79.1,Kamala Harris,0,77,0.36826086956521736,4.5282718288679695e-4,1.6675853213265956e-4
2024-10-07,Georgia,Pollster C,rv,89,2.097292422084138,0.5554517083801329,78.8,Kamala Harris,0,29,0.03869565217391304,0.05502322005640721,0.002129159384791409
2024-09-18,North Carolina,Pollster A,lv,2134,0.6168780104489997,0.4150020399829373,31.5,Donald Trump,0,48,0.9278260869565217,0.008229747049020023,0.0076357740011342295
2024-08-28,Georgia,Pollster A,rv,1884,2.751952225342393,-1.0028069517575204,36.8,Kamala Harris,0,69,0.8191304347826087,0.0010077854290485105,8.255077166640843e-4
2024-10-24,National,Pollster D,lv,511,1.3923703123582527,-0.43576921825297177,76,Kamala Harris,1,12,0.22217391304347825,0.301194211912202,0.06691749664658053
2024-10-03,Georgia,Pollster A,lv,1345,2.7174078546231613,1.172677168273367,79.4,Donald Trump,0,33,0.5847826086956521,0.036883167401239994,0.02156863484985556
2024-08-25,Wisconsin,Pollster A,lv,274,0.8727127582533285,-1.131253462517634,35.2,Kamala Harris,0,72,0.1191304347826087,7.465858083766792e-4,8.894109195443917e-5
2024-09-22,Georgia,Pollster A,lv,1745,0.8444219223456457,1.417260882910341,72.8,Kamala Harris,0,44,0.758695652173913,0.012277339903068436,0.009314764404719313
2024-10-29,Wisconsin,Pollster D,lv,1885,1.26352080097422,-1.4648441970348358,72.4,Donald Trump,0,7,0.8195652173913044,0.49658530379140947,0.4069840424551334
2024-08-05,North Carolina,Pollster A,rv,90,1.0130043299868703,0.3125558060128242,57.6,Kamala Harris,0,92,0.0391304347826087,1.0103940183709324e-4,3.9537157240601705e-6
2024-10-26,Pennsylvania,Pollster C,rv,749,1.0942821013741195,0.3607138559455052,32.3,Donald Trump,0,10,0.32565217391304346,0.36787944117144233,0.11980073975539578
2024-08-12,Pennsylvania,Pollster D,rv,1912,2.664050882565789,0.5334680776577443,56.6,Donald Trump,0,85,0.831304347826087,2.0346836901064417e-4,1.6914413980363116e-4
2024-10-13,Michigan,Pollster A,rv,21,2.793698902358301,0.3830328796757385,52.6,Donald Trump,0,23,0.009130434782608696,0.1002588437228037,9.154068339908165e-4
2024-09-06,Pennsylvania,Pollster D,lv,1817,2.181362703675404,1.0849133187439293,69.9,Donald Trump,0,60,0.79,0.0024787521766663585,0.0019582142195664234
2024-09-12,Wisconsin,Pollster A,rv,988,1.7304418988060206,1.2865242399275303,58.9,Donald Trump,0,54,0.4295652173913043,0.004516580942612666,0.001940166074478832
2024-08-07,North Carolina,Pollster D,rv,402,2.784698651637882,-1.313247999874875,40.6,Kamala Harris,0,90,0.17478260869565218,1.2340980408667956e-4,2.156988749688921e-5
2024-09-25,National,Pollster C,lv,1457,1.2700562430545688,1.2345900629879907,73.3,Donald Trump,1,41,0.6334782608695653,0.016572675401761237,0.010498429591463533
2024-10-03,Georgia,Pollster C,lv,1774,0.8343612392200157,1.6712022769497707,36.6,Kamala Harris,0,33,0.7713043478260869,0.036883167401239994,0.0284481473781738
2024-08-06,Wisconsin,Pollster D,lv,2097,1.062441874644719,-1.3606984324287623,67.8,Kamala Harris,0,91,0.9117391304347826,1.1166580849011478e-4,1.0181008713207421e-4
2024-10-11,Nevada,Pollster C,rv,1588,0.5538770394632593,-0.032946801045909524,32.7,Kamala Harris,0,25,0.6904347826086956,0.0820849986238988,0.05667433818032665
2024-10-31,Michigan,Pollster D,lv,1279,2.626490522059612,1.07295604608953,30.4,Donald Trump,0,5,0.5560869565217391,0.6065306597126334,0.3372837885967209
2024-08-29,National,Pollster D,rv,23,1.0976626893971115,-1.3472313811071217,58.7,Donald Trump,1,68,0.01,0.0011137751478448024,1.1137751478448024e-5
2024-10-11,Pennsylvania,Pollster B,lv,765,1.6157959589036182,-0.1403841651044786,59.3,Kamala Harris,0,25,0.33260869565217394,0.0820849986238988,0.02730218432490547
2024-10-29,Pennsylvania,Pollster D,rv,1173,1.5848069819621742,1.8893708324758336,43.3,Donald Trump,0,7,0.51,0.49658530379140947,0.25325850493361884
2024-08-03,Wisconsin,Pollster A,rv,796,1.7661706836661324,-1.252682966645807,66.6,Kamala Harris,0,94,0.34608695652173915,8.272406555663223e-5,2.8629720079599677e-5
2024-10-22,Georgia,Pollster D,lv,132,1.985612407559529,0.8232057673158124,35.9,Kamala Harris,0,14,0.057391304347826085,0.24659696394160643,0.01415252140882263
2024-10-25,North Carolina,Pollster C,lv,716,1.8972542731789872,-1.3705805714707822,78.7,Donald Trump,0,11,0.31130434782608696,0.33287108369807955,0.10362421562079346
2024-10-11,Pennsylvania,Pollster B,lv,582,2.088507845881395,-1.0078953377669677,63.5,Donald Trump,0,25,0.2530434782608696,0.0820849986238988,0.020771073564830045
2024-10-16,National,Pollster D,lv,1361,1.106667471001856,0.9618448136607185,33.3,Donald Trump,1,20,0.5917391304347827,0.1353352832366127,0.08008318281957821
2024-10-09,Georgia,Pollster D,lv,99,0.6624852075474337,-0.02712347952183336,61.3,Donald Trump,0,27,0.043043478260869565,0.06720551273974976,0.002892759026624011
2024-09-21,Arizona,Pollster D,lv,1161,0.896963874809444,-0.9362971269292757,31.1,Donald Trump,0,45,0.5047826086956522,0.011108996538242306,0.00560762825256492
2024-09-24,North Carolina,Pollster D,lv,2028,2.2669668194139376,-0.6397507551591843,61,Kamala Harris,0,42,0.8817391304347826,0.014995576820477703,0.013222186866055991
2024-10-13,Georgia,Pollster D,lv,1542,0.9269663209561259,-0.30514944926835597,59.6,Donald Trump,0,23,0.6704347826086956,0.1002588437228037,0.06721701609589709
2024-09-20,Michigan,Pollster C,lv,875,0.5255173438927159,-0.07528173888567835,58.9,Donald Trump,0,46,0.3804347826086957,0.010051835744633576,0.003824067946327991
2024-08-12,Georgia,Pollster D,rv,1781,2.8402129189344123,-1.2107967688934878,57.5,Kamala Harris,0,85,0.7743478260869565,2.0346836901064417e-4,1.57555289220851e-4
2024-09-24,Wisconsin,Pollster B,lv,285,2.036548170261085,1.5142538618529215,33.2,Donald Trump,0,42,0.12391304347826088,0.014995576820477703,0.0018581475625374546
2024-09-26,North Carolina,Pollster A,lv,2130,2.511875765165314,0.0291047542123124,55.5,Donald Trump,0,40,0.9260869565217391,0.01831563888873418,0.016961874275219044
2024-07-29,North Carolina,Pollster D,lv,247,2.162241965532303,-0.3838084867456928,77.9,Donald Trump,0,99,0.10739130434782608,5.017468205617528e-5,5.3883245512501275e-6
2024-08-12,Wisconsin,Pollster C,lv,777,1.2695744844386354,1.3045680646318942,35.8,Donald Trump,0,85,0.3378260869565217,2.0346836901064417e-4,6.873692292229153e-5
2024-07-27,Michigan,Pollster C,rv,735,1.4355828311527148,0.3820144517812878,79.9,Donald Trump,0,101,0.31956521739130433,4.107955522530065e-5,1.3127596995911294e-5
2024-09-29,Michigan,Pollster A,rv,483,2.377959455596283,-0.5532784521346912,73.7,Kamala Harris,0,37,0.21,0.024723526470339388,0.005191940558771271
2024-09-29,Wisconsin,Pollster C,lv,1725,2.6137419540900737,1.385040375054814,59.9,Kamala Harris,0,37,0.75,0.024723526470339388,0.01854264485275454
2024-08-06,Arizona,Pollster D,lv,1953,2.00556169974152,0.5768880107207224,62.2,Kamala Harris,0,91,0.8491304347826087,1.1166580849011478e-4,9.481883651356268e-5
2024-08-12,Wisconsin,Pollster D,lv,20,2.4147073820931837,0.81841293675825,36,Donald Trump,0,85,0.008695652173913044,2.0346836901064417e-4,1.7692901653099494e-6
2024-10-14,National,Pollster B,rv,1506,1.399265247862786,-0.8478619796223938,40.5,Kamala Harris,1,22,0.6547826086956522,0.11080315836233387,0.072551981084206435
2024-09-16,Georgia,Pollster D,rv,1273,1.7408185406820849,-0.5902001729700714,34.5,Donald Trump,0,50,0.5534782608695652,0.006737946999085467,0.00372930718688513
2024-09-24,Pennsylvania,Pollster C,lv,890,2.0269282838562503,-0.8076279378728941,57.1,Kamala Harris,0,42,0.3869565217391304,0.014995576820477703,0.005802636247923981
2024-09-19,North Carolina,Pollster C,rv,730,0.9278263723244891,1.845348070957698,38.8,Kamala Harris,0,47,0.3173913043478261,0.009095277101695816,0.0028867618627121503
2024-08-16,Georgia,Pollster B,lv,1853,1.5186295141465962,1.7312818055506796,43,Donald Trump,0,81,0.8056521739130434,3.035391380788668e-4,2.445469664609305e-4
2024-11-01,Wisconsin,Pollster C,rv,265,2.01844892767258,-1.3342733420431614,77.8,Donald Trump,0,4,0.11521739130434783,0.6703200460356393,0.0772325270432367
2024-10-16,North Carolina,Pollster C,rv,1437,1.6852490820456296,0.07235662650782615,68.4,Donald Trump,0,20,0.6247826086956522,0.1353352832366127,0.08455513130913585
2024-10-30,Michigan,Pollster C,lv,1186,2.1536397684831172,0.0216797610046342,76.8,Kamala Harris,0,6,0.5156521739130435,0.5488116360940264,0.28299591322065887
2024-09-15,Wisconsin,Pollster C,lv,763,2.2765001725638285,-0.6746958467410877,79.9,Kamala Harris,0,51,0.3317391304347826,0.006096746565515633,0.002022529404125403
2024-09-25,North Carolina,Pollster A,rv,884,0.6943544665118679,1.47190123971086,66.7,Donald Trump,0,41,0.3843478260869565,0.016572675401761237,0.00636967176311171
2024-07-24,North Carolina,Pollster C,rv,1301,2.04607726552058,1.9717452700715512,65.9,Kamala Harris,0,104,0.5656521739130435,3.0432483008403625e-5,1.7214200171275268e-5
2024-10-29,Wisconsin,Pollster B,rv,445,2.3143559619784355,1.6201343350112438,54.4,Kamala Harris,0,7,0.1934782608695652,0.49658530379140947,0.09607846095094662
2024-08-29,North Carolina,Pollster D,lv,29,1.276743483147584,-0.8994123849552125,76.4,Kamala Harris,0,68,0.012608695652173913,0.0011137751478448024,1.4043251864130117e-5
2024-09-04,Wisconsin,Pollster B,rv,1575,1.7266103248111904,-0.2105764140142128,39.4,Kamala Harris,0,62,0.6847826086956522,0.002029430636295734,0.0013897188052894702
2024-10-07,Arizona,Pollster B,lv,506,2.5127423014491796,-1.4590681914705783,63.8,Donald Trump,0,29,0.22,0.05502322005640721,0.012105108412409585
2024-08-31,Nevada,Pollster A,rv,239,0.8485296422149986,-1.0888624280923977,32.2,Kamala Harris,0,66,0.10391304347826087,0.0013603680375478928,1.413599830321506e-4
2024-10-02,Arizona,Pollster D,rv,1000,0.701775673776865,-1.0222216444090009,66.5,Kamala Harris,0,34,0.43478260869565216,0.033373269960326066,0.014510117374054811
2024-10-19,Nevada,Pollster B,rv,1508,2.812588375643827,1.1940044311340898,32.4,Kamala Harris,0,17,0.6556521739130434,0.1826835240527346,0.11977684968327121
2024-09-23,Wisconsin,Pollster D,lv,593,2.687212289427407,1.2957060150802135,39.9,Donald Trump,0,43,0.25782608695652176,0.013568559012200934,0.003498328475754415
2024-09-21,Michigan,Pollster A,lv,1732,0.7195424813544378,-0.7733673691982403,48.1,Kamala Harris,0,45,0.7530434782608696,0.011108996538242306,0.008365557393145946
2024-10-13,Georgia,Pollster D,lv,512,0.7292104036314413,-0.2035290643107146,61.1,Donald Trump,0,23,0.22260869565217392,0.1002588437228037,0.02231849042872848
2024-09-18,North Carolina,Pollster D,rv,955,2.5066061499528587,-1.2232502736151218,49.7,Kamala Harris,0,48,0.4152173913043478,0.008229747049020023,0.0034171341007887485
2024-10-28,Georgia,Pollster B,lv,1193,2.8717124812537804,-1.2723107461351901,78.2,Donald Trump,0,8,0.518695652173913,0.44932896411722156,0.233064980083411
2024-10-13,North Carolina,Pollster A,rv,1695,2.5576642896048725,-0.6264430866576731,61.9,Donald Trump,0,23,0.7369565217391304,0.1002588437228037,0.07388640874354446
2024-09-09,Nevada,Pollster C,lv,1151,2.4027040078071877,-0.9153713705018163,61.1,Kamala Harris,0,57,0.5004347826086957,0.003345965457471272,0.001674437496325841
2024-07-26,Arizona,Pollster A,rv,733,1.829083259915933,-1.024850152200088,31.8,Donald Trump,0,102,0.31869565217391305,3.7170318684126666e-5,1.1846018954549933e-5
2024-09-10,National,Pollster D,rv,1400,1.6072990391403437,1.7517323031788692,47.3,Donald Trump,1,56,0.6086956521739131,0.003697863716482929,0.0022508735665548265
2024-09-16,Pennsylvania,Pollster D,rv,137,1.8793329912004992,-0.9774528678972274,46.2,Kamala Harris,0,50,0.05956521739130435,0.006737946999085467,4.013472777716126e-4
2024-09-26,North Carolina,Pollster A,rv,1023,1.5004390240646899,-0.5696335323154926,42.7,Kamala Harris,0,40,0.44478260869565217,0.01831563888873418,0.008146477644858723
2024-10-17,Georgia,Pollster D,lv,1170,2.2344694456551224,0.8747321377741173,59.6,Donald Trump,0,19,0.508695652173913,0.14956861922263504,0.07608490630020999
2024-09-27,Nevada,Pollster B,lv,1606,1.5889268398750573,-1.419355209567584,79.8,Kamala Harris,0,39,0.6982608695652174,0.02024191144580438,0.014134134687809493
2024-08-04,Nevada,Pollster B,lv,561,1.6326135660056025,-0.7156392603646964,45.4,Kamala Harris,0,93,0.24391304347826087,9.142423147817327e-5,2.229956254750226e-5
2024-08-18,North Carolina,Pollster B,rv,582,1.7153399118687958,-0.7761552695883438,46.3,Donald Trump,0,79,0.2530434782608696,3.707435404590882e-4,9.381423502051712e-5
2024-07-25,National,Pollster C,lv,1517,1.2547319104196504,-0.7715795889962465,37.1,Kamala Harris,1,103,0.6595652173913044,3.363309518571897e-5,2.218321973771116e-5
2024-08-04,Georgia,Pollster A,rv,556,1.6053884640568867,0.4908634079620242,50.7,Kamala Harris,0,93,0.2417391304347826,9.142423147817327e-5,2.2100814218201886e-5
2024-08-24,Georgia,Pollster D,rv,1605,1.2368890836369246,1.7994008448440582,38.5,Donald Trump,0,73,0.6978260869565217,6.755387751938437e-4,4.714085800809214e-4
2024-08-06,Pennsylvania,Pollster C,lv,1267,2.0408628224395216,1.4880205859662965,65.6,Donald Trump,0,91,0.5508695652173913,1.1166580849011478e-4,6.151329537259801e-5
2024-08-15,Arizona,Pollster C,rv,939,2.201775484252721,-0.8067444920307025,55.3,Kamala Harris,0,82,0.4082608695652174,2.7465356997214205e-4,1.12130305306018e-4
2024-10-02,Arizona,Pollster C,rv,971,0.8405914246104658,1.2565821141470224,70.2,Kamala Harris,0,34,0.4221739130434783,0.033373269960326066,0.014089323970207223
2024-08-11,National,Pollster D,rv,57,2.0153195773018524,1.1255994368111715,63.2,Donald Trump,1,86,0.024782608695652172,1.841057936675792e-4,4.562621843066093e-6
2024-08-17,Georgia,Pollster A,rv,1649,1.9339213265338913,-1.232333275489509,42.1,Kamala Harris,0,80,0.7169565217391304,3.3546262790251185e-4,2.4051211887445305e-4
2024-08-27,Michigan,Pollster A,lv,1553,2.0714197838678956,1.3406894291983917,40.6,Donald Trump,0,70,0.6752173913043479,9.118819655545162e-4,6.157185619592016e-4
2024-08-01,National,Pollster C,lv,281,0.6143616647459567,-1.078500445582904,66.4,Donald Trump,1,96,0.12217391304347826,6.772873649085378e-5,8.274684762578221e-6
2024-07-21,Nevada,Pollster D,lv,264,1.704407578916289,1.4351987012196332,65.6,Donald Trump,0,107,0.11478260869565217,2.254493791321217e-5,2.5877667865600053e-6
2024-10-08,Pennsylvania,Pollster C,lv,121,2.6423534373752773,-0.5772464463952929,63,Kamala Harris,0,28,0.052608695652173916,0.06081006262521795,0.003199138077239727
2024-08-23,Arizona,Pollster B,lv,491,2.6768238465301692,1.2373956664232537,45.9,Kamala Harris,0,74,0.21347826086956523,6.112527611295723e-4,1.3048917639766087e-4
2024-10-30,Georgia,Pollster D,rv,2187,0.915129252942279,1.7150273028528318,49.3,Kamala Harris,0,6,0.9508695652173913,0.5488116360940264,0.521848281798972
2024-08-27,Georgia,Pollster D,rv,1265,1.1797487882431597,1.609437432140112,78.3,Kamala Harris,0,70,0.55,9.118819655545162e-4,5.01535081054984e-4
2024-10-24,Georgia,Pollster A,lv,1031,2.6144103549886495,1.220842342125252,48.4,Kamala Harris,0,12,0.4482608695652174,0.301194211912202,0.13501357933977404
2024-08-19,Nevada,Pollster B,rv,730,2.6549585182219744,-1.1254066643305123,49.9,Donald Trump,0,78,0.3173913043478261,4.0973497897978643e-4,1.3004631941532352e-4
2024-07-25,National,Pollster D,rv,1995,1.5373507475014776,-0.4392018447397277,66,Donald Trump,1,103,0.8673913043478261,3.363309518571897e-5,2.9173054302395364e-5
2024-09-04,North Carolina,Pollster C,rv,1083,1.4215111564844847,-0.6993601825088263,64.4,Donald Trump,0,62,0.4708695652173913,0.002029430636295734,9.555971213514261e-4
2024-10-02,Arizona,Pollster C,rv,646,2.4475255580618978,-1.3353621803689748,54.4,Kamala Harris,0,34,0.2808695652173913,0.033373269960326066,0.009373535823639409
2024-07-23,Arizona,Pollster B,lv,2109,0.813782102894038,-0.6394616928882897,37.4,Kamala Harris,0,105,0.9169565217391304,2.7536449349747158e-5,2.5249726816789894e-5
2024-08-12,Arizona,Pollster D,rv,1476,2.75296989956405,-0.8085588569520041,36.4,Donald Trump,0,85,0.6417391304347826,2.0346836901064417e-4,1.3057361419987424e-4
2024-08-07,National,Pollster D,rv,355,2.5288705138955265,-0.05787735478952527,76.1,Donald Trump,1,90,0.15434782608695652,1.2340980408667956e-4,1.9048034978596193e-5
2024-10-26,Wisconsin,Pollster D,rv,1062,0.7289399830624461,1.0074804184259847,71.2,Donald Trump,0,10,0.4617391304347826,0.36787944117144233,0.16986433327133554
2024-11-02,North Carolina,Pollster D,rv,1862,1.3845150540582836,0.01101279619615525,54.4,Donald Trump,0,3,0.8095652173913044,0.7408182206817179,0.5997406638736342
2024-07-21,Arizona,Pollster A,lv,2160,2.863652571802959,0.679300214163959,76.2,Kamala Harris,0,107,0.9391304347826087,2.254493791321217e-5,2.1172637344581865e-5
2024-08-07,North Carolina,Pollster B,lv,1190,2.3115853430936113,-0.3231067177839577,49.1,Donald Trump,0,90,0.5173913043478261,1.2340980408667956e-4,6.385115950571682e-5
2024-10-31,North Carolina,Pollster A,rv,1364,1.799352059722878,1.7415078085614368,61.9,Donald Trump,0,5,0.5930434782608696,0.6065306597126334,0.35969905210784
2024-09-05,Wisconsin,Pollster A,lv,2224,1.1549353734590113,0.19155921728815883,62.6,Donald Trump,0,61,0.9669565217391304,0.002242867719485801,0.002168755568754966
2024-08-04,National,Pollster C,rv,1576,2.913922642590478,1.063666291651316,49.9,Donald Trump,1,93,0.6852173913043478,9.142423147817327e-5,6.264547339547872e-5
2024-10-08,National,Pollster A,lv,1507,0.994242079439573,1.4301642172504216,31.1,Donald Trump,1,28,0.6552173913043479,0.06081006262521795,0.03984381059834933
2024-07-24,Wisconsin,Pollster A,rv,2102,0.5331330072367564,0.9022554110269994,67.5,Kamala Harris,0,104,0.9139130434782609,3.0432483008403625e-5,2.7812643166810616e-5
2024-08-08,National,Pollster A,rv,34,2.3149750673910603,0.13238441501744092,77.1,Kamala Harris,1,89,0.014782608695652174,1.363889264820114e-4,2.0161841306036466e-6
2024-10-02,North Carolina,Pollster B,rv,616,0.789480680366978,-1.0553056076169014,63.3,Kamala Harris,0,34,0.2678260869565217,0.033373269960326066,0.008938232302417764
2024-07-24,Pennsylvania,Pollster D,rv,1451,2.7990659822244197,1.9162455120822415,65.9,Kamala Harris,0,104,0.6308695652173913,3.0432483008403625e-5,1.9198927323997245e-5
2024-11-01,National,Pollster D,lv,1316,2.417672859854065,1.7350006657652557,54.1,Kamala Harris,1,4,0.5721739130434783,0.6703200460356393,0.3835396437316963
2024-10-27,Michigan,Pollster C,rv,1338,1.0825849779648706,-1.002993646194227,78.5,Donald Trump,0,9,0.5817391304347826,0.4065696597405991,0.23651748031866157
2024-09-24,Pennsylvania,Pollster A,lv,652,2.4163159851450473,-1.0940093122189865,56.8,Kamala Harris,0,42,0.28347826086956524,0.014995576820477703,0.004250920037804984
2024-08-13,Pennsylvania,Pollster B,lv,779,1.3019119780510664,0.496353394119069,34.7,Kamala Harris,0,84,0.33869565217391306,2.248673241788482e-4,7.616158501535772e-5
2024-10-25,National,Pollster D,rv,1315,2.595363445696421,-0.38355564302764833,59.9,Kamala Harris,1,11,0.5717391304347826,0.33287108369807955,0.19031542394042375
2024-09-08,National,Pollster B,lv,95,2.0940936253173277,1.596673182095401,45.5,Donald Trump,1,58,0.041304347826086954,0.0030275547453758127,1.2505117426552269e-4
2024-09-23,Nevada,Pollster D,lv,174,1.1820030411472544,1.2416319096228108,64.6,Kamala Harris,0,43,0.07565217391304348,0.013568559012200934,0.0010264909861404184
2024-08-06,Michigan,Pollster D,rv,1475,2.7266219096491113,0.9890423342585564,78.8,Donald Trump,0,91,0.6413043478260869,1.1166580849011478e-4,7.161176848822578e-5
2024-09-30,Pennsylvania,Pollster B,rv,927,2.3739190651103854,0.8852862745989114,75.7,Donald Trump,0,36,0.40304347826086956,0.02732372244729256,0.011012648134191392
2024-09-17,Arizona,Pollster B,lv,1658,0.9313697101315483,1.9453256477136165,41.5,Donald Trump,0,49,0.7208695652173913,0.007446583070924338,0.005368015100692414
2024-09-17,Pennsylvania,Pollster B,lv,2121,1.578865131130442,-0.1019636212149635,36.3,Donald Trump,0,49,0.9221739130434783,0.007446583070924338,0.006867044649317618
2024-08-01,Georgia,Pollster D,lv,2041,2.6356787654804066,0.6493123777909204,55.2,Kamala Harris,0,96,0.8873913043478261,6.772873649085378e-5,6.0101891816448936e-5
2024-10-06,Georgia,Pollster A,rv,1909,1.458439955720678,-1.0150356602389365,44.3,Kamala Harris,0,30,0.83,0.049787068367863944,0.041323266745327075
2024-08-11,Nevada,Pollster C,lv,1358,2.3961623398354277,-1.229250710341148,42.1,Donald Trump,0,86,0.5904347826086956,1.841057936675792e-4,1.087024642611185e-4
2024-08-07,National,Pollster D,rv,2155,2.0709219046402723,1.8393782959319651,50.6,Kamala Harris,1,90,0.9369565217391305,1.2340980408667956e-4,1.1562962078556281e-4
2024-10-31,North Carolina,Pollster B,rv,198,2.2468138423282653,1.1591907596448436,69.4,Kamala Harris,0,5,0.08608695652173913,0.6065306597126334,0.05221437853178323
2024-09-12,Nevada,Pollster B,lv,87,2.7166976024163887,0.36525970278307796,65.2,Donald Trump,0,54,0.03782608695652174,0.004516580942612666,1.7084458348143563e-4
2024-10-27,Nevada,Pollster A,lv,658,2.9590738146798685,0.6771386433392763,67.3,Kamala Harris,0,9,0.28608695652173916,0.4065696597405991,0.11631427656926706
2024-09-12,Wisconsin,Pollster D,lv,2123,2.9337876617209986,-1.1776432688347995,67.5,Donald Trump,0,54,0.9230434782608695,0.004516580942612666,0.004169000583115952
2024-09-30,National,Pollster A,lv,1396,2.400817219284363,1.6560895896982402,32.2,Kamala Harris,1,36,0.6069565217391304,0.02732372244729256,0.01658431153757409
2024-09-11,Nevada,Pollster B,rv,190,1.2817887130659074,1.6058381734183058,42.4,Kamala Harris,0,55,0.08260869565217391,0.004086771438464067,3.3760285796007505e-4
2024-09-25,Pennsylvania,Pollster C,lv,921,2.534342046827078,1.2991589180892333,48.8,Donald Trump,0,41,0.40043478260869564,0.016572675401761237,0.006636275671748739
