pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,national_poll,recent_poll
Public Opinion Strategies,1.6,Arizona,Kamala Harris,DEM,43,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Arizona,Donald Trump,REP,48,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Michigan,Kamala Harris,DEM,45,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Michigan,Donald Trump,REP,45,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Nevada,Kamala Harris,DEM,45,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Nevada,Donald Trump,REP,46,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Pennsylvania,Kamala Harris,DEM,48,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Pennsylvania,Donald Trump,REP,45,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Wisconsin,Kamala Harris,DEM,48,400,Voters,Online Panel/Text-to-Web,0,Older
Public Opinion Strategies,1.6,Wisconsin,Donald Trump,REP,46,400,Voters,Online Panel/Text-to-Web,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,47,11538,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,11538,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,48,10106,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10106,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,48,2196,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,52,2196,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,44,2196,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,47,2196,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,43,2196,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,47,2196,Voters,Online Panel,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,43,876,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,42,876,Voters,Probability Panel,1,Older
Emerson,2.9,New Hampshire,Kamala Harris,DEM,52.4,1000,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,47.6,1000,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,New Hampshire,Kamala Harris,DEM,47.7,1000,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,41.4,1000,Voters,Online Panel/Text-to-Web,0,Older
Leger,2,NA,Kamala Harris,DEM,48,786,Voters,Online Panel,1,Older
Leger,2,NA,Donald Trump,REP,41,786,Voters,Online Panel,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,49.4,3097,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,50.6,3097,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,49.5,2919,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,50.5,2919,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,46.2,3097,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,47.2,3097,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,47.2,2919,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,47.9,2919,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,44.8,3097,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,45.6,3097,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,45.8,2919,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,46.4,2919,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,43,3097,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,43.8,3097,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,44.2,2919,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,44.7,2919,Voters,Live Phone/Online Panel/Text-to-Web,1,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,48,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,44,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,49,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,47,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,45,799,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,45,799,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,47,799,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,47,799,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,51,706,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,39,706,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,53,706,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,42,706,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,43,454,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,43,454,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,47,454,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,45,454,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,44,706,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,45,706,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,46,706,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,48,706,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,44,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,46,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,50,804,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,44,700,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,45,700,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,49,700,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,47,700,Voters,Online Panel,0,Older
Fabrizio/Impact,1.7,Ohio,Kamala Harris,DEM,39,600,Voters,Live Phone,0,Older
Fabrizio/Impact,1.7,Ohio,Donald Trump,REP,48,600,Voters,Live Phone,0,Older
Fabrizio/Impact,1.7,Ohio,Kamala Harris,DEM,42,600,Voters,Live Phone,0,Older
Fabrizio/Impact,1.7,Ohio,Donald Trump,REP,52,600,Voters,Live Phone,0,Older
Susquehanna,2.3,Pennsylvania,Kamala Harris,DEM,47,600,Voters,NA,0,Older
Susquehanna,2.3,Pennsylvania,Donald Trump,REP,43,600,Voters,NA,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,47,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,48,9986,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,9986,Voters,Online Panel,1,Older
U. North Florida,2.8,Florida,Kamala Harris,DEM,42,774,Voters,Live Phone/Text-to-Web,0,Older
U. North Florida,2.8,Florida,Donald Trump,REP,49,774,Voters,Live Phone/Text-to-Web,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,46,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,48,9918,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,9918,Voters,Online Panel,1,Older
Hoffman Research,1.7,Oregon,Kamala Harris,DEM,49,700,Voters,Live Phone,0,Older
Hoffman Research,1.7,Oregon,Donald Trump,REP,44,700,Voters,Live Phone,0,Older
Hoffman Research,1.7,Oregon,Kamala Harris,DEM,45,700,Voters,Live Phone,0,Older
Hoffman Research,1.7,Oregon,Donald Trump,REP,40,700,Voters,Live Phone,0,Older
Clarity,1.6,NA,Kamala Harris,DEM,48,995,Voters,Online Panel,1,Older
Clarity,1.6,NA,Donald Trump,REP,47,995,Voters,Online Panel,1,Older
Clarity,1.6,NA,Kamala Harris,DEM,50,995,Voters,Online Panel,1,Older
St. Anselm,2.4,New Hampshire,Kamala Harris,DEM,50,2083,Voters,Online Panel,0,Older
St. Anselm,2.4,New Hampshire,Donald Trump,REP,44,2083,Voters,Online Panel,0,Older
PPP,1.4,Washington,Kamala Harris,DEM,52,581,Voters,IVR/Text-to-Web,0,Older
PPP,1.4,Washington,Donald Trump,REP,38,581,Voters,IVR/Text-to-Web,0,Older
Ipsos,2.8,NA,Kamala Harris,DEM,38,1238,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,38,1238,Adults,Probability Panel,1,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,48,1445,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,40,1445,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,54,1445,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,45,1445,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,New Hampshire,Kamala Harris,DEM,49,2875,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,New Hampshire,Donald Trump,REP,43,2875,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,New Hampshire,Kamala Harris,DEM,53,2875,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,New Hampshire,Donald Trump,REP,46,2875,Voters,Online Panel/Text-to-Web,0,Older
SurveyUSA,2.8,Minnesota,Kamala Harris,DEM,50,656,Voters,Online Panel,0,Older
SurveyUSA,2.8,Minnesota,Donald Trump,REP,40,656,Voters,Online Panel,0,Older
AtlasIntel,2.7,NA,Kamala Harris,DEM,48,1980,Voters,Online Ad,1,Older
AtlasIntel,2.7,NA,Donald Trump,REP,50.1,1980,Voters,Online Ad,1,Older
AtlasIntel,2.7,NA,Kamala Harris,DEM,46.1,1980,Voters,Online Ad,1,Older
AtlasIntel,2.7,NA,Donald Trump,REP,47.7,1980,Voters,Online Ad,1,Older
Angus Reid,2,NA,Kamala Harris,DEM,44,1743,Voters,Online Panel,1,Older
Angus Reid,2,NA,Donald Trump,REP,42,1743,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,46,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,48,10054,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10054,Voters,Online Panel,1,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,56,732,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,36,732,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,60,732,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,39,732,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,40,701,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,44,701,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,49,701,Voters,Online Panel/Text-to-Web,0,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,51,701,Voters,Online Panel/Text-to-Web,0,Older
HarrisX,1.5,NA,Kamala Harris,DEM,49,3013,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,51,3013,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,49,2472,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,51,2472,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,44,3013,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,45,3013,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,45,2472,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,47,2472,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,44,3013,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,44,3013,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,45,2472,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,46,2472,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,42.1,1700,Voters,NA,1,Older
Big Village,1.2,NA,Kamala Harris,DEM,37.6,2016,Adults,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,38.2,2016,Adults,Online Panel,1,Older
Big Village,1.2,NA,Kamala Harris,DEM,40.5,1687,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,41.6,1687,Voters,Online Panel,1,Older
Big Village,1.2,NA,Kamala Harris,DEM,42.7,1492,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,44.3,1492,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,46,11297,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,11297,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,47,9850,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,9850,Voters,Online Panel,1,Older
Change Research,1.4,NA,Kamala Harris,DEM,46,2137,Voters,Text-to-Web/Online Ad,1,Older
Change Research,1.4,NA,Donald Trump,REP,46,2137,Voters,Text-to-Web/Online Ad,1,Older
Siena/NYT,3,NA,Kamala Harris,DEM,46,1142,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,48,1142,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Kamala Harris,DEM,47,1142,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,48,1142,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Kamala Harris,DEM,42,1142,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,42,1142,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Kamala Harris,DEM,44,1142,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,43,1142,Voters,Live Phone,1,Older
SurveyMonkey,2,NA,Kamala Harris,DEM,38,5265,Adults,Online Panel,1,Older
SurveyMonkey,2,NA,Donald Trump,REP,39,5265,Adults,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,Nevada,Kamala Harris,DEM,43,435,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Nevada,Donald Trump,REP,45,435,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Kamala Harris,DEM,42,851,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,46,851,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Kamala Harris,DEM,43,586,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,46,586,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Arizona,Kamala Harris,DEM,43,510,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,46,510,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Kamala Harris,DEM,39,572,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,47,572,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Kamala Harris,DEM,42,1180,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,47,1180,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Kamala Harris,DEM,41,512,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,44,512,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Minnesota,Kamala Harris,DEM,44,475,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Minnesota,Donald Trump,REP,41,475,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Kamala Harris,DEM,44,523,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Donald Trump,REP,44,523,Voters,Online Panel,0,Older
Glengariff Group Inc.,1.5,Michigan,Kamala Harris,DEM,41.6,600,Voters,Live Phone,0,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,41.3,600,Voters,Live Phone,0,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,42.8,600,Voters,Live Phone,0,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,40.3,600,Voters,Live Phone,0,Older
Beacon/Shaw,2.8,Wisconsin,Kamala Harris,DEM,46,1046,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,46,1046,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Wisconsin,Kamala Harris,DEM,49,1046,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,50,1046,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,50,1046,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,49,1046,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,45,1034,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,43,1034,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,49,1034,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,1034,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,1034,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,44,1034,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Minnesota,Kamala Harris,DEM,47,1071,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Minnesota,Donald Trump,REP,41,1071,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Minnesota,Kamala Harris,DEM,52,1071,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Minnesota,Donald Trump,REP,46,1071,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Minnesota,Donald Trump,REP,46,1071,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Minnesota,Donald Trump,REP,45,1071,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Michigan,Kamala Harris,DEM,43,1012,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,45,1012,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Michigan,Kamala Harris,DEM,49,1012,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,49,1012,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,46,1012,Voters,Live Phone/Text-to-Web,0,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,48,1012,Voters,Live Phone/Text-to-Web,0,Older
Targoz Market Research,1.8,Florida,Donald Trump,REP,47,1200,Voters,Online Panel,0,Older
Targoz Market Research,1.8,Florida,Donald Trump,REP,46,988,Voters,Online Panel,0,Older
Targoz Market Research,1.8,Florida,Kamala Harris,DEM,39,1200,Voters,Online Panel,0,Older
Targoz Market Research,1.8,Florida,Donald Trump,REP,46,1200,Voters,Online Panel,0,Older
Targoz Market Research,1.8,Florida,Kamala Harris,DEM,42,988,Voters,Online Panel,0,Older
Targoz Market Research,1.8,Florida,Donald Trump,REP,47,988,Voters,Online Panel,0,Older
Ipsos,2.8,NA,Kamala Harris,DEM,39,1241,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,39,1241,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,44,1018,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,42,1018,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,37,1241,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,34,1241,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,42,1018,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,38,1018,Voters,Probability Panel,1,Older
RMG Research,2.3,NA,Kamala Harris,DEM,46,2000,Voters,NA,1,Older
RMG Research,2.3,NA,Donald Trump,REP,48,2000,Voters,NA,1,Older
Emerson,2.9,Arizona,Kamala Harris,DEM,47.4,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Arizona,Donald Trump,REP,52.6,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Arizona,Kamala Harris,DEM,39.8,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Arizona,Donald Trump,REP,47.5,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Georgia,Kamala Harris,DEM,48.9,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,51.1,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Georgia,Kamala Harris,DEM,43.3,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,45.9,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Michigan,Kamala Harris,DEM,49.1,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,50.9,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Michigan,Kamala Harris,DEM,43.8,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,44.1,800,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Wisconsin,Kamala Harris,DEM,50.6,845,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,49.4,845,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Wisconsin,Kamala Harris,DEM,45.4,845,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,44.9,845,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Pennsylvania,Kamala Harris,DEM,48.9,850,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,51.1,850,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Pennsylvania,Kamala Harris,DEM,44.3,850,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,46.1,850,Voters,IVR/Online Panel/Text-to-Web,0,Older
YouGov,3,NA,Kamala Harris,DEM,44,1155,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,46,1155,Voters,Online Panel,1,Older
YouGov,3,NA,Kamala Harris,DEM,41,1435,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,44,1435,Voters,Online Panel,1,Older
North Star Opinion Research,1.1,Pennsylvania,Donald Trump,REP,48,147,Voters,Live Phone,0,Older
North Star Opinion Research,1.1,Pennsylvania,Donald Trump,REP,42,147,Voters,Live Phone,0,Older
North Star Opinion Research,1.1,Pennsylvania,Kamala Harris,DEM,45,600,Voters,Live Phone,0,Older
North Star Opinion Research,1.1,Pennsylvania,Donald Trump,REP,47,600,Voters,Live Phone,0,Older
Marist,2.9,NA,Kamala Harris,DEM,45,1117,Voters,Online Panel,1,Older
Marist,2.9,NA,Donald Trump,REP,46,1117,Voters,Online Panel,1,Older
Marist,2.9,NA,Kamala Harris,DEM,42,1117,Voters,Online Panel,1,Older
Marist,2.9,NA,Donald Trump,REP,42,1117,Voters,Online Panel,1,Older
Landmark Communications,2.1,Georgia,Kamala Harris,DEM,46.7,400,Voters,NA,0,Older
Landmark Communications,2.1,Georgia,Donald Trump,REP,48,400,Voters,NA,0,Older
Landmark Communications,2.1,Georgia,Kamala Harris,DEM,44.3,400,Voters,NA,0,Older
Landmark Communications,2.1,Georgia,Donald Trump,REP,45.8,400,Voters,NA,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,45,4001,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,47,4001,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,43,1178,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,45,1115,Voters,Online Panel,1,Older
YouGov,3,NA,Kamala Harris,DEM,41,1178,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,43,1178,Voters,Online Panel,1,Older
YouGov,3,NA,Kamala Harris,DEM,46,1178,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,46,1178,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,46,1178,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,46,1178,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,46,1178,Voters,Online Panel,1,Older
Praecones Analytica,2,New Hampshire,Donald Trump,REP,39.7,601,Voters,NA,0,Older
Praecones Analytica,2,New Hampshire,Kamala Harris,DEM,39.3,601,Voters,NA,0,Older
