pollster,numeric_grade,state,candidate_name,pct,sample_size,population,methodology,start_date,end_date,national_poll,recency
Ipsos,2.8,NA,Donald Trump,35,1730,rv,Probability Panel,2024-05-07,2024-05-13,1,176
Ipsos,2.8,NA,Donald Trump,48,1730,rv,Probability Panel,2024-05-07,2024-05-13,1,176
SurveyUSA,2.8,Minnesota,Donald Trump,42,625,lv,Online Panel,2024-05-08,2024-05-11,0,178
RMG Research,2.3,NA,Donald Trump,39,2000,lv,NA,2024-05-06,2024-05-09,1,180
RMG Research,2.3,NA,Donald Trump,42,2000,lv,NA,2024-05-06,2024-05-09,1,180
High Point University,2.5,North Carolina,Donald Trump,43,1002,a,Online Panel,2024-05-02,2024-05-09,0,180
High Point University,2.5,North Carolina,Donald Trump,44,804,rv,Online Panel,2024-05-02,2024-05-09,0,180
Siena/NYT,3,Arizona,Donald Trump,42,626,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Arizona,Donald Trump,49,626,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Arizona,Donald Trump,44,626,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Arizona,Donald Trump,49,626,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Georgia,Donald Trump,39,604,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Georgia,Donald Trump,49,604,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Georgia,Donald Trump,42,604,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Georgia,Donald Trump,50,604,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Michigan,Donald Trump,38,616,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Michigan,Donald Trump,49,616,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Michigan,Donald Trump,39,616,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Michigan,Donald Trump,46,616,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Nevada,Donald Trump,41,614,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Nevada,Donald Trump,50,614,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Nevada,Donald Trump,44,614,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Nevada,Donald Trump,51,614,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Pennsylvania,Donald Trump,40,1023,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Pennsylvania,Donald Trump,47,1023,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Pennsylvania,Donald Trump,41,1023,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Pennsylvania,Donald Trump,48,1023,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Wisconsin,Donald Trump,38,614,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Wisconsin,Donald Trump,45,614,rv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Wisconsin,Donald Trump,40,614,lv,Live Phone,2024-04-28,2024-05-09,0,180
Siena/NYT,3,Wisconsin,Donald Trump,47,614,lv,Live Phone,2024-04-28,2024-05-09,0,180
SSRS,2.4,Tennessee,Donald Trump,47,501,rv,Live Phone,2024-04-26,2024-05-09,0,180
Emerson,2.9,Maryland,Donald Trump,34.5,1115,rv,IVR/Online Panel/Text-to-Web,2024-05-06,2024-05-08,0,181
Emerson,2.9,Maryland,Donald Trump,32.5,1115,rv,IVR/Online Panel/Text-to-Web,2024-05-06,2024-05-08,0,181
YouGov,3,NA,Donald Trump,43,1598,rv,Online Panel,2024-05-05,2024-05-07,1,182
Ipsos,2.8,NA,Donald Trump,44,407,rv,Probability Panel,2024-05-03,2024-05-06,1,183
Ipsos,2.8,NA,Donald Trump,43,407,rv,Probability Panel,2024-05-03,2024-05-06,1,183
Quinnipiac,2.8,Wisconsin,Donald Trump,44,1457,rv,Live Phone,2024-05-02,2024-05-06,0,183
Quinnipiac,2.8,Wisconsin,Donald Trump,39,1457,rv,Live Phone,2024-05-02,2024-05-06,0,183
Cygnal,2.1,North Carolina,Donald Trump,42.6,600,lv,Live Phone,2024-05-04,2024-05-05,0,184
Suffolk,2.9,NA,Donald Trump,37.1,1000,rv,Live Phone,2024-04-30,2024-05-03,1,186
Data for Progress,2.6,NA,Donald Trump,46,1240,lv,Online Panel,2024-05-01,2024-05-02,1,187
Data for Progress,2.6,NA,Donald Trump,41,1240,lv,Online Panel,2024-05-01,2024-05-02,1,187
Kaiser Family Foundation,2.5,NA,Donald Trump,45,1243,rv,Probability Panel,2024-04-23,2024-05-01,1,188
Ipsos,2.8,NA,Donald Trump,39,856,rv,Probability Panel,2024-04-29,2024-04-30,1,189
Ipsos,2.8,NA,Donald Trump,37,1022,a,Probability Panel,2024-04-29,2024-04-30,1,189
Ipsos,2.8,NA,Donald Trump,38,856,rv,Probability Panel,2024-04-29,2024-04-30,1,189
Ipsos,2.8,NA,Donald Trump,36,1022,a,Probability Panel,2024-04-29,2024-04-30,1,189
YouGov,3,NA,Donald Trump,44,1479,rv,Online Panel,2024-04-28,2024-04-30,1,189
Ipsos,2.8,NA,Donald Trump,40,2260,a,Probability Panel,2024-04-25,2024-04-30,1,189
Ipsos,2.8,NA,Donald Trump,37,2260,a,Probability Panel,2024-04-25,2024-04-30,1,189
Data Orbital,2.9,Arizona,Donald Trump,38.1,550,lv,Live Phone,2024-04-27,2024-04-29,0,190
Emerson,2.9,Arizona,Donald Trump,52.3,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Arizona,Donald Trump,43.6,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Georgia,Donald Trump,50.8,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Georgia,Donald Trump,45.1,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Pennsylvania,Donald Trump,51.2,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Pennsylvania,Donald Trump,45,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Michigan,Donald Trump,52.1,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Michigan,Donald Trump,43.2,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,North Carolina,Donald Trump,51.9,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,North Carolina,Donald Trump,46.3,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Nevada,Donald Trump,50.7,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Nevada,Donald Trump,42.1,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Wisconsin,Donald Trump,51.6,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Emerson,2.9,Wisconsin,Donald Trump,44.7,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-25,2024-04-29,0,190
Leger,2,NA,Donald Trump,43,887,lv,Online Panel,2024-04-26,2024-04-28,1,191
Leger,2,NA,Donald Trump,41,887,lv,Online Panel,2024-04-26,2024-04-28,1,191
Marist,2.9,NA,Donald Trump,48,1109,rv,Live Phone/Online Panel/Text-to-Web,2024-04-22,2024-04-25,1,194
Marist,2.9,NA,Donald Trump,42,1109,rv,Live Phone/Online Panel/Text-to-Web,2024-04-22,2024-04-25,1,194
YouGov,3,Pennsylvania,Donald Trump,50,1288,lv,Online Panel,2024-04-19,2024-04-25,0,194
YouGov,3,Michigan,Donald Trump,49,1262,lv,Online Panel,2024-04-19,2024-04-25,0,194
YouGov,3,Michigan,Donald Trump,43,1262,lv,Online Panel,2024-04-19,2024-04-25,0,194
YouGov,3,Wisconsin,Donald Trump,50,1226,lv,Online Panel,2024-04-19,2024-04-25,0,194
YouGov,3,Wisconsin,Donald Trump,48,1226,lv,Online Panel,2024-04-19,2024-04-25,0,194
Muhlenberg,2.8,Pennsylvania,Donald Trump,44,417,rv,Live Phone,2024-04-15,2024-04-25,0,194
Muhlenberg,2.8,Pennsylvania,Donald Trump,35,417,rv,Live Phone,2024-04-15,2024-04-25,0,194
YouGov,3,NA,Donald Trump,43,1470,rv,Online Panel,2024-04-21,2024-04-23,1,196
CNN/SSRS,2.8,NA,Donald Trump,49,967,rv,Probability Panel,2024-04-18,2024-04-23,1,196
CNN/SSRS,2.8,NA,Donald Trump,42,967,rv,Probability Panel,2024-04-18,2024-04-23,1,196
SurveyUSA,2.8,NA,Donald Trump,44,1109,lv,Online Panel,2024-04-20,2024-04-22,1,197
SurveyUSA,2.8,NA,Donald Trump,46,1109,lv,Online Panel,2024-04-20,2024-04-22,1,197
SurveyUSA,2.8,NA,Donald Trump,45,1109,lv,Online Panel,2024-04-20,2024-04-22,1,197
SurveyUSA,2.8,NA,Donald Trump,46,1109,lv,Online Panel,2024-04-20,2024-04-22,1,197
SurveyUSA,2.8,NA,Donald Trump,46,1109,lv,Online Panel,2024-04-20,2024-04-22,1,197
SurveyUSA,2.8,NA,Donald Trump,44,1109,lv,Online Panel,2024-04-20,2024-04-22,1,197
Quinnipiac,2.8,NA,Donald Trump,46,1429,rv,Live Phone,2024-04-18,2024-04-22,1,197
Quinnipiac,2.8,NA,Donald Trump,37,1429,rv,Live Phone,2024-04-18,2024-04-22,1,197
YouGov,3,Texas,Donald Trump,45,1200,rv,Online Panel,2024-04-12,2024-04-22,0,197
YouGov,3,Texas,Donald Trump,48,1200,rv,Online Panel,2024-04-12,2024-04-22,0,197
Kaplan Strategies,2,Arizona,Donald Trump,47,874,rv,Online Panel/Text-to-Web,2024-04-20,2024-04-21,0,198
Kaplan Strategies,2,Michigan,Donald Trump,51,804,rv,Online Panel/Text-to-Web,2024-04-20,2024-04-21,0,198
Kaplan Strategies,2,Pennsylvania,Donald Trump,46,802,rv,Online Panel/Text-to-Web,2024-04-20,2024-04-21,0,198
Kaplan Strategies,2,Wisconsin,Donald Trump,48,802,rv,Online Panel/Text-to-Web,2024-04-20,2024-04-21,0,198
Suffolk,2.9,Massachusetts,Donald Trump,22,500,lv,Live Phone,2024-04-16,2024-04-20,0,199
U. North Florida,2.8,NA,Donald Trump,47,745,lv,Live Phone,2024-04-08,2024-04-20,1,199
Marist,2.9,NA,Donald Trump,48,1047,rv,Live Phone/Online Panel,2024-04-16,2024-04-18,1,201
Marist,2.9,NA,Donald Trump,38,1047,rv,Live Phone/Online Panel,2024-04-16,2024-04-18,1,201
Emerson,2.9,NA,Donald Trump,51.5,1308,rv,IVR/Online Panel,2024-04-16,2024-04-17,1,202
Emerson,2.9,NA,Donald Trump,43.5,1308,rv,IVR/Online Panel,2024-04-16,2024-04-17,1,202
Siena,2.7,New York,Donald Trump,37,806,rv,Live Phone/Online Panel/Text-to-Web,2024-04-15,2024-04-17,0,202
YouGov,3,NA,Donald Trump,44,1358,rv,Online Panel,2024-04-14,2024-04-16,1,203
Civiqs,2.4,NA,Donald Trump,45,1161,rv,Online Panel/Online Ad,2024-04-13,2024-04-16,1,203
Hart/POS,2.6,NA,Donald Trump,46,1000,rv,Live Phone,2024-04-12,2024-04-16,1,203
Hart/POS,2.6,NA,Donald Trump,37,1000,rv,Live Phone,2024-04-12,2024-04-16,1,203
Beacon/Shaw,2.8,Georgia,Donald Trump,46,1128,rv,Live Phone/Text-to-Web,2024-04-11,2024-04-16,0,203
Beacon/Shaw,2.8,Georgia,Donald Trump,51,1128,rv,Live Phone/Text-to-Web,2024-04-11,2024-04-16,0,203
Beacon/Shaw,2.8,Michigan,Donald Trump,42,1126,rv,Live Phone/Text-to-Web,2024-04-11,2024-04-16,0,203
Beacon/Shaw,2.8,Michigan,Donald Trump,49,1126,rv,Live Phone/Text-to-Web,2024-04-11,2024-04-16,0,203
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,44,1141,rv,Live Phone/Text-to-Web,2024-04-11,2024-04-16,0,203
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,48,1141,rv,Live Phone/Text-to-Web,2024-04-11,2024-04-16,0,203
Beacon/Shaw,2.8,Wisconsin,Donald Trump,41,1198,rv,Live Phone/Text-to-Web,2024-04-11,2024-04-16,0,203
Beacon/Shaw,2.8,Wisconsin,Donald Trump,48,1198,rv,Live Phone/Text-to-Web,2024-04-11,2024-04-16,0,203
Noble Predictive Insights,2.4,Utah,Donald Trump,54,600,rv,Online Panel,2024-04-08,2024-04-16,0,203
Noble Predictive Insights,2.4,Utah,Donald Trump,47,600,rv,Online Panel,2024-04-08,2024-04-16,0,203
YouGov,3,NA,Donald Trump,44,1171,rv,Online Panel,2024-04-11,2024-04-15,1,204
YouGov,3,NA,Donald Trump,42,1171,rv,Online Panel,2024-04-11,2024-04-15,1,204
Echelon Insights,2.7,NA,Donald Trump,46,1020,lv,Online Panel,2024-04-12,2024-04-14,1,205
Echelon Insights,2.7,NA,Donald Trump,40,1020,lv,Online Panel,2024-04-12,2024-04-14,1,205
Pew,2.5,NA,Donald Trump,49,7166,rv,Probability Panel,2024-04-08,2024-04-14,1,205
Mason-Dixon,2.6,North Carolina,Donald Trump,49,635,rv,NA,2024-04-09,2024-04-13,0,206
Cygnal,2.1,Oklahoma,Donald Trump,56.4,615,lv,Online Panel,2024-04-11,2024-04-12,0,207
Cygnal,2.1,Oklahoma,Donald Trump,60.6,615,lv,Online Panel,2024-04-11,2024-04-12,0,207
Siena/NYT,3,NA,Donald Trump,46,1059,rv,Live Phone,2024-04-07,2024-04-11,1,208
Siena/NYT,3,NA,Donald Trump,42,1059,rv,Live Phone,2024-04-07,2024-04-11,1,208
Siena/NYT,3,NA,Donald Trump,47,1059,lv,Live Phone,2024-04-07,2024-04-11,1,208
Siena/NYT,3,NA,Donald Trump,43,1059,lv,Live Phone,2024-04-07,2024-04-11,1,208
Emerson,2.9,Florida,Donald Trump,56.4,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-09,2024-04-10,0,209
Emerson,2.9,Florida,Donald Trump,49.2,1000,rv,IVR/Online Panel/Text-to-Web,2024-04-09,2024-04-10,0,209
Cygnal,2.1,NA,Donald Trump,46.9,1500,lv,Online Panel,2024-04-09,2024-04-10,1,209
Cygnal,2.1,NA,Donald Trump,41.5,1500,lv,Online Panel,2024-04-09,2024-04-10,1,209
Cygnal,2.1,NA,Donald Trump,41.6,1500,lv,Online Panel,2024-04-09,2024-04-10,1,209
Marquette Law School,3,Wisconsin,Donald Trump,51,814,rv,Probability Panel,2024-04-03,2024-04-10,0,209
Marquette Law School,3,Wisconsin,Donald Trump,51,707,lv,Probability Panel,2024-04-03,2024-04-10,0,209
Marquette Law School,3,Wisconsin,Donald Trump,41,814,rv,Probability Panel,2024-04-03,2024-04-10,0,209
Marquette Law School,3,Wisconsin,Donald Trump,42,707,lv,Probability Panel,2024-04-03,2024-04-10,0,209
YouGov,3,NA,Donald Trump,43,1583,rv,Online Panel,2024-04-06,2024-04-09,1,210
Cygnal,2.1,North Carolina,Donald Trump,43.3,600,lv,Live Phone/Text-to-Web,2024-04-07,2024-04-08,0,211
Ipsos,2.8,NA,Donald Trump,37,833,rv,Probability Panel,2024-04-04,2024-04-08,1,211
Ipsos,2.8,NA,Donald Trump,36,1021,a,Probability Panel,2024-04-04,2024-04-08,1,211
Quinnipiac,2.8,North Carolina,Donald Trump,48,1401,rv,Live Phone,2024-04-04,2024-04-08,0,211
Quinnipiac,2.8,North Carolina,Donald Trump,41,1401,rv,Live Phone,2024-04-04,2024-04-08,0,211
University of Massachusetts Lowell/YouGov,2.9,NA,Donald Trump,42,1688,lv,Online Panel,2024-04-03,2024-04-08,1,211
University of Massachusetts Lowell/YouGov,2.9,NA,Donald Trump,43,1688,lv,Online Panel,2024-04-03,2024-04-08,1,211
Ipsos,2.8,Florida,Donald Trump,39,1014,a,Probability Panel,2024-04-05,2024-04-07,0,212
SurveyUSA,2.8,Minnesota,Donald Trump,42,608,lv,Online Panel,2024-04-03,2024-04-07,0,212
Cygnal,2.1,Texas,Donald Trump,45.8,1000,lv,NA,2024-04-04,2024-04-06,0,213
Cygnal,2.1,Texas,Donald Trump,50.7,1000,lv,NA,2024-04-04,2024-04-06,0,213
YouGov Blue,3,NA,Donald Trump,44,4038,rv,Online Panel,2024-03-29,2024-04-05,1,214
YouGov Blue,3,NA,Donald Trump,42,4038,rv,Online Panel,2024-03-29,2024-04-05,1,214
RMG Research,2.3,NA,Donald Trump,43,1679,lv,NA,2024-04-01,2024-04-04,1,215
RMG Research,2.3,NA,Donald Trump,39,1679,lv,NA,2024-04-01,2024-04-04,1,215
Emerson,2.9,NA,Donald Trump,50.6,1438,rv,IVR/Online Panel/Email,2024-04-02,2024-04-03,1,216
Emerson,2.9,NA,Donald Trump,43.2,1438,rv,IVR/Online Panel/Email,2024-04-02,2024-04-03,1,216
YouGov,3,NA,Donald Trump,43,1604,rv,Online Panel,2024-03-30,2024-04-02,1,217
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,38,431,rv,Mail-to-Web/Mail-to-Phone,2024-03-20,2024-03-31,0,219
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,40,430,rv,Mail-to-Web/Mail-to-Phone,2024-03-20,2024-03-31,0,219
High Point University,2.5,North Carolina,Donald Trump,43,1016,a,Online Panel,2024-03-22,2024-03-30,0,220
High Point University,2.5,North Carolina,Donald Trump,45,829,rv,Online Panel,2024-03-22,2024-03-30,0,220
Data for Progress,2.6,NA,Donald Trump,46,1200,lv,Online Panel,2024-03-27,2024-03-29,1,221
Data for Progress,2.6,NA,Donald Trump,42,1200,lv,Online Panel,2024-03-27,2024-03-29,1,221
Emerson,2.9,New Jersey,Donald Trump,39.4,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-26,2024-03-29,0,221
Emerson,2.9,New Jersey,Donald Trump,35.8,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-26,2024-03-29,0,221
MassINC Polling Group,2.8,Massachusetts,Donald Trump,28,1002,rv,Online Panel,2024-03-21,2024-03-29,0,221
Marist,2.9,NA,Donald Trump,48,1199,rv,Live Phone/Online Panel/Text-to-Web,2024-03-25,2024-03-28,1,222
Marist,2.9,NA,Donald Trump,41,1199,rv,Live Phone/Online Panel/Text-to-Web,2024-03-25,2024-03-28,1,222
Marquette Law School,3,NA,Donald Trump,50,868,rv,Probability Panel,2024-03-18,2024-03-28,1,222
Marquette Law School,3,NA,Donald Trump,48,674,lv,Probability Panel,2024-03-18,2024-03-28,1,222
Marquette Law School,3,NA,Donald Trump,41,868,rv,Probability Panel,2024-03-18,2024-03-28,1,222
Marquette Law School,3,NA,Donald Trump,41,674,lv,Probability Panel,2024-03-18,2024-03-28,1,222
YouGov,3,NA,Donald Trump,44,1415,rv,Online Panel,2024-03-24,2024-03-26,1,224
Leger,2,NA,Donald Trump,47,786,lv,Online Panel,2024-03-23,2024-03-25,1,225
Leger,2,NA,Donald Trump,41,1000,a,Online Panel,2024-03-23,2024-03-25,1,225
Beacon/Shaw,2.8,NA,Donald Trump,43,1094,rv,Live Phone/Text-to-Web,2024-03-22,2024-03-25,1,225
Beacon/Shaw,2.8,NA,Donald Trump,50,1094,rv,Live Phone/Text-to-Web,2024-03-22,2024-03-25,1,225
Beacon/Shaw,2.8,NA,Donald Trump,51,1094,rv,Live Phone/Text-to-Web,2024-03-22,2024-03-25,1,225
Quinnipiac,2.8,NA,Donald Trump,45,1407,rv,Live Phone,2024-03-21,2024-03-25,1,225
Quinnipiac,2.8,NA,Donald Trump,39,1407,rv,Live Phone,2024-03-21,2024-03-25,1,225
PPIC,2.5,California,Donald Trump,31,1084,lv,Probability Panel,2024-03-19,2024-03-25,0,225
Echelon Insights,2.7,NA,Donald Trump,49,1006,lv,Online Panel,2024-03-18,2024-03-21,1,229
Echelon Insights,2.7,NA,Donald Trump,43,1006,lv,Online Panel,2024-03-18,2024-03-21,1,229
Marist,2.9,Texas,Donald Trump,55,1117,rv,Live Phone/Online Panel/Text,2024-03-18,2024-03-21,0,229
Marist,2.9,Texas,Donald Trump,48,1117,rv,Live Phone/Online Panel/Text,2024-03-18,2024-03-21,0,229
Echelon Insights,2.7,Washington,Donald Trump,37,600,rv,Live Phone/Text-to-Web,2024-03-18,2024-03-21,0,229
Emerson,2.9,Arizona,Donald Trump,45,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-16,2024-03-20,0,230
Emerson,2.9,Georgia,Donald Trump,46,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-16,2024-03-20,0,230
Emerson,2.9,Michigan,Donald Trump,45.5,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-16,2024-03-20,0,230
Emerson,2.9,Nevada,Donald Trump,45.1,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-16,2024-03-20,0,230
Emerson,2.9,North Carolina,Donald Trump,46.9,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-16,2024-03-20,0,230
Emerson,2.9,Pennsylvania,Donald Trump,46.6,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-16,2024-03-20,0,230
Emerson,2.9,Wisconsin,Donald Trump,46.7,1000,rv,IVR/Online Panel/Text-to-Web,2024-03-16,2024-03-20,0,230
YouGov,3,NA,Donald Trump,43,1510,rv,Online Panel,2024-03-16,2024-03-19,1,231
Hart/POS,2.6,NA,Donald Trump,46,1001,rv,Live Phone,2024-03-15,2024-03-19,1,231
Echelon Insights,2.7,Arizona,Donald Trump,51,401,lv,Live Phone/Text-to-Web,2024-03-12,2024-03-19,0,231
Echelon Insights,2.7,Georgia,Donald Trump,52,400,lv,Live Phone/Text-to-Web,2024-03-12,2024-03-19,0,231
Echelon Insights,2.7,Michigan,Donald Trump,51,400,lv,Live Phone/Text-to-Web,2024-03-12,2024-03-19,0,231
Echelon Insights,2.7,Nevada,Donald Trump,51,400,lv,Live Phone/Text-to-Web,2024-03-12,2024-03-19,0,231
Echelon Insights,2.7,Pennsylvania,Donald Trump,49,400,lv,Live Phone/Text-to-Web,2024-03-12,2024-03-19,0,231
Echelon Insights,2.7,Wisconsin,Donald Trump,46,400,lv,Live Phone/Text-to-Web,2024-03-12,2024-03-19,0,231
Emerson,2.9,Michigan,Donald Trump,50.3,1000,rv,IVR/Online Panel/Email,2024-03-14,2024-03-18,0,232
Emerson,2.9,Michigan,Donald Trump,43.2,1000,rv,IVR/Online Panel/Email,2024-03-14,2024-03-18,0,232
Emerson,2.9,Michigan,Donald Trump,44.6,1000,rv,IVR/Online Panel/Email,2024-03-14,2024-03-18,0,232
Emerson,2.9,Wisconsin,Donald Trump,51.8,1000,rv,IVR/Online Panel/Email,2024-03-14,2024-03-18,0,232
Emerson,2.9,Wisconsin,Donald Trump,43.4,1000,rv,IVR/Online Panel/Email,2024-03-14,2024-03-18,0,232
CNN/SSRS,2.8,Michigan,Donald Trump,50,1097,rv,Live Phone/Probability Panel,2024-03-13,2024-03-18,0,232
CNN/SSRS,2.8,Michigan,Donald Trump,40,1097,rv,Live Phone/Probability Panel,2024-03-13,2024-03-18,0,232
CNN/SSRS,2.8,Pennsylvania,Donald Trump,46,1132,rv,Live Phone/Probability Panel,2024-03-13,2024-03-18,0,232
CNN/SSRS,2.8,Pennsylvania,Donald Trump,40,1132,rv,Live Phone/Probability Panel,2024-03-13,2024-03-18,0,232
Selzer,2.8,NA,Donald Trump,45,704,lv,Live Phone,2024-03-11,2024-03-17,1,233
Mitchell,2.4,Michigan,Donald Trump,47,627,lv,Text-to-Web,2024-03-15,2024-03-16,0,234
Mitchell,2.4,Michigan,Donald Trump,44,627,lv,Text-to-Web,2024-03-15,2024-03-16,0,234
Emerson,2.9,Arizona,Donald Trump,52.3,1000,rv,IVR/Online Panel/Email,2024-03-12,2024-03-15,0,235
Emerson,2.9,Arizona,Donald Trump,45.8,1000,rv,IVR/Online Panel/Email,2024-03-12,2024-03-15,0,235
Emerson,2.9,Nevada,Donald Trump,51.3,1000,rv,IVR/Online Panel/Email,2024-03-12,2024-03-15,0,235
Emerson,2.9,Nevada,Donald Trump,41,1000,rv,IVR/Online Panel/Email,2024-03-12,2024-03-15,0,235
Noble Predictive Insights,2.4,NA,Donald Trump,46,2145,lv,Online Panel/Text-to-Web,2024-03-11,2024-03-15,1,235
Noble Predictive Insights,2.4,NA,Donald Trump,43,2145,lv,Online Panel/Text-to-Web,2024-03-11,2024-03-15,1,235
Noble Predictive Insights,2.4,NA,Donald Trump,43,2510,rv,Online Panel/Text-to-Web,2024-03-11,2024-03-15,1,235
Noble Predictive Insights,2.4,NA,Donald Trump,41,2510,rv,Online Panel/Text-to-Web,2024-03-11,2024-03-15,1,235
RMG Research,2.3,NA,Donald Trump,37,2000,lv,NA,2024-03-13,2024-03-14,1,236
RMG Research,2.3,NA,Donald Trump,42,2000,lv,NA,2024-03-13,2024-03-14,1,236
Marist,2.9,Georgia,Donald Trump,51,1177,rv,Live Phone/Online Panel/Text-to-Web,2024-03-11,2024-03-14,0,236
Marist,2.9,Georgia,Donald Trump,45,1177,rv,Live Phone/Online Panel/Text-to-Web,2024-03-11,2024-03-14,0,236
Marist,2.9,North Carolina,Donald Trump,51,1197,rv,Live Phone/Online Panel/Text-to-Web,2024-03-11,2024-03-14,0,236
Marist,2.9,North Carolina,Donald Trump,46,1197,rv,Live Phone/Online Panel/Text-to-Web,2024-03-11,2024-03-14,0,236
St. Pete Polls,2.4,Florida,Donald Trump,47.5,1963,lv,IVR/Text-to-Web,2024-03-11,2024-03-13,0,237
Emerson,2.9,Pennsylvania,Donald Trump,51.8,1000,rv,IVR/Online Panel/Text-to-Web/Email,2024-03-10,2024-03-13,0,237
Emerson,2.9,Pennsylvania,Donald Trump,43.7,1000,rv,IVR/Online Panel/Text-to-Web/Email,2024-03-10,2024-03-13,0,237
Ipsos,2.8,NA,Donald Trump,48,3356,rv,Probability Panel,2024-03-07,2024-03-13,1,237
Ipsos,2.8,NA,Donald Trump,36,4094,a,Probability Panel,2024-03-07,2024-03-13,1,237
Ipsos,2.8,NA,Donald Trump,38,3356,rv,Probability Panel,2024-03-07,2024-03-13,1,237
Ipsos,2.8,NA,Donald Trump,32,4094,a,Probability Panel,2024-03-07,2024-03-13,1,237
YouGov,3,NA,Donald Trump,44,1367,rv,Online Panel,2024-03-10,2024-03-12,1,238
Civiqs,2.4,NA,Donald Trump,44,1324,rv,Online Panel/Online Ad,2024-03-09,2024-03-12,1,238
Quinnipiac,2.8,Michigan,Donald Trump,48,1487,rv,Live Phone,2024-03-08,2024-03-12,0,238
Quinnipiac,2.8,Michigan,Donald Trump,41,1487,rv,Live Phone,2024-03-08,2024-03-12,0,238
YouGov,3,NA,Donald Trump,46,990,rv,Online Panel,2024-03-08,2024-03-11,1,239
YouGov,3,NA,Donald Trump,43,992,rv,Online Panel,2024-03-08,2024-03-11,1,239
Suffolk,2.9,NA,Donald Trump,40,1000,rv,Live Phone,2024-03-08,2024-03-11,1,239
East Carolina University,2.6,Ohio,Donald Trump,48.1,1298,lv,IVR/Online Panel/Text-to-Web,2024-03-08,2024-03-11,0,239
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,49,1149,rv,Live Phone/Text-to-Web,2024-03-07,2024-03-11,0,239
