pollster,numeric_grade,state,candidate_name,pct,sample_size,population,methodology,start_date,end_date,national_poll,recency
Quinnipiac,2.8,North Carolina,Kamala Harris,50,940,lv,Live Phone,2024-09-04,2024-09-08,0,58
Quinnipiac,2.8,Georgia,Kamala Harris,45,969,lv,Live Phone,2024-09-04,2024-09-08,0,58
Quinnipiac,2.8,Georgia,Kamala Harris,46,969,lv,Live Phone,2024-09-04,2024-09-08,0,58
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,50,1005,lv,Live Phone/Text-to-Web,2024-09-04,2024-09-08,0,58
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,51,1005,lv,Live Phone/Text-to-Web,2024-09-04,2024-09-08,0,58
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,49,1005,rv,Live Phone/Text-to-Web,2024-09-04,2024-09-08,0,58
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,51,1005,rv,Live Phone/Text-to-Web,2024-09-04,2024-09-08,0,58
SurveyUSA,2.8,North Carolina,Kamala Harris,49,676,lv,Online Panel,2024-09-04,2024-09-07,0,59
YouGov,3,Michigan,Kamala Harris,50,1077,lv,Online Panel,2024-09-03,2024-09-06,0,60
YouGov,3,Pennsylvania,Kamala Harris,50,1078,lv,Online Panel,2024-09-03,2024-09-06,0,60
YouGov,3,Wisconsin,Kamala Harris,51,946,lv,Online Panel,2024-09-03,2024-09-06,0,60
Siena/NYT,3,NA,Kamala Harris,47,1695,lv,Live Phone,2024-09-03,2024-09-06,1,60
Siena/NYT,3,NA,Kamala Harris,45,1695,lv,Live Phone,2024-09-03,2024-09-06,1,60
Siena/NYT,3,NA,Kamala Harris,46,1695,rv,Live Phone,2024-09-03,2024-09-06,1,60
Siena/NYT,3,NA,Kamala Harris,44,1695,rv,Live Phone,2024-09-03,2024-09-06,1,60
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,46,813,a,Live Phone/Text-to-Web,2024-08-26,2024-09-06,0,60
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,49.4,749,rv,Live Phone/Text-to-Web,2024-08-26,2024-09-06,0,60
RMG Research,2.3,NA,Kamala Harris,50,2701,lv,NA,2024-09-03,2024-09-05,1,61
Emerson,2.9,California,Kamala Harris,60.8,815,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,0,61
Emerson,2.9,Florida,Kamala Harris,47.6,815,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,0,61
Emerson,2.9,Texas,Kamala Harris,48,845,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,0,61
Emerson,2.9,Ohio,Kamala Harris,44.7,945,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,0,61
Marist,2.9,NA,Kamala Harris,49,1413,rv,Live Phone/Online Panel/Text,2024-09-03,2024-09-05,1,61
Cygnal,2.1,NA,Kamala Harris,46.2,1510,lv,NA,2024-09-03,2024-09-05,1,61
Cygnal,2.1,NA,Kamala Harris,49,1510,lv,NA,2024-09-03,2024-09-05,1,61
Marquette Law School,3,Wisconsin,Kamala Harris,52,822,rv,Live Phone/Email,2024-08-28,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Kamala Harris,52,738,lv,Live Phone/Email,2024-08-28,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Kamala Harris,47,822,rv,Live Phone/Email,2024-08-28,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Kamala Harris,48,738,lv,Live Phone/Email,2024-08-28,2024-09-05,0,61
Emerson,2.9,NA,Kamala Harris,51.3,1000,lv,IVR/Online Panel/Text-to-Web,2024-09-03,2024-09-04,1,62
SurveyMonkey,2,NA,Kamala Harris,44,18123,rv,Online Panel,2024-08-26,2024-09-04,1,62
SurveyMonkey,2,NA,Kamala Harris,39,20762,a,Online Panel,2024-08-26,2024-09-04,1,62
Kaiser Family Foundation,2.5,NA,Kamala Harris,48,1084,rv,Live Phone/Probability Panel,2024-08-26,2024-09-04,1,62
YouGov,3,NA,Kamala Harris,47,1389,rv,Online Panel,2024-09-01,2024-09-03,1,63
Pew,2.5,NA,Kamala Harris,49,8044,rv,Probability Panel,2024-08-26,2024-09-02,1,64
Cygnal,2.1,Alaska,Kamala Harris,43.1,400,lv,Live Phone/Text-to-Web,2024-08-30,2024-09-01,0,65
Cygnal,2.1,Michigan,Kamala Harris,47,600,lv,NA,2024-08-28,2024-09-01,0,65
InsiderAdvantage,2,Nevada,Kamala Harris,46.5,800,lv,NA,2024-08-29,2024-08-31,0,66
InsiderAdvantage,2,Arizona,Kamala Harris,48.4,800,lv,NA,2024-08-29,2024-08-31,0,66
InsiderAdvantage,2,North Carolina,Kamala Harris,48.4,800,lv,NA,2024-08-29,2024-08-31,0,66
InsiderAdvantage,2,Georgia,Kamala Harris,48.3,800,lv,NA,2024-08-29,2024-08-31,0,66
YouGov,3,Texas,Kamala Harris,44,1200,rv,Online Panel,2024-08-23,2024-08-31,0,66
YouGov,3,Texas,Kamala Harris,44,1200,rv,Online Panel,2024-08-23,2024-08-31,0,66
SurveyUSA,2.8,Minnesota,Kamala Harris,48,635,lv,Online Panel,2024-08-27,2024-08-29,0,68
CNN/SSRS,2.8,Arizona,Kamala Harris,44,682,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Georgia,Kamala Harris,48,617,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Michigan,Kamala Harris,48,708,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Nevada,Kamala Harris,48,626,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Pennsylvania,Kamala Harris,47,789,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Wisconsin,Kamala Harris,50,976,lv,Probability Panel,2024-08-23,2024-08-29,0,68
RMG Research,2.3,NA,Kamala Harris,51,2441,lv,Online Panel,2024-08-26,2024-08-28,1,69
East Carolina University,2.6,North Carolina,Kamala Harris,46.9,920,lv,IVR/Text-to-Web,2024-08-26,2024-08-28,0,69
Emerson,2.9,Arizona,Kamala Harris,47.5,720,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Michigan,Kamala Harris,51.2,800,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Nevada,Kamala Harris,49.4,1168,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Pennsylvania,Kamala Harris,49.4,950,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Wisconsin,Kamala Harris,49.1,850,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,North Carolina,Kamala Harris,49,775,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Georgia,Kamala Harris,50.1,800,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Suffolk,2.9,NA,Kamala Harris,47.6,1000,lv,Live Phone,2024-08-25,2024-08-28,1,69
Ipsos,2.8,NA,Kamala Harris,44,3562,rv,Probability Panel,2024-08-21,2024-08-28,1,69
Ipsos,2.8,NA,Kamala Harris,41,4253,a,Probability Panel,2024-08-21,2024-08-28,1,69
Ipsos,2.8,NA,Kamala Harris,45,3562,rv,Probability Panel,2024-08-21,2024-08-28,1,69
Ipsos,2.8,NA,Kamala Harris,40,4253,a,Probability Panel,2024-08-21,2024-08-28,1,69
YouGov,3,NA,Kamala Harris,47,1368,rv,Online Panel,2024-08-25,2024-08-27,1,70
Quinnipiac,2.8,NA,Kamala Harris,49,1611,lv,Live Phone,2024-08-23,2024-08-27,1,70
Quinnipiac,2.8,NA,Kamala Harris,49,1611,lv,Live Phone,2024-08-23,2024-08-27,1,70
Ipsos,2.8,NA,Kamala Harris,50,2496,a,Probability Panel,2024-08-23,2024-08-27,1,70
Ipsos,2.8,NA,Kamala Harris,49,2496,a,Probability Panel,2024-08-23,2024-08-27,1,70
SurveyUSA,2.8,Nebraska,Kamala Harris,37,1293,rv,IVR/Online Panel/Text-to-Web,2024-08-23,2024-08-27,0,70
SurveyUSA,2.8,Nebraska CD-2,Kamala Harris,47,507,rv,IVR/Online Panel/Text-to-Web,2024-08-23,2024-08-27,0,70
Beacon/Shaw,2.8,Arizona,Kamala Harris,48,1014,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Arizona,Kamala Harris,50,1014,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Georgia,Kamala Harris,48,1014,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Georgia,Kamala Harris,50,1014,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Nevada,Kamala Harris,48,1026,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Nevada,Kamala Harris,50,1026,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,North Carolina,Kamala Harris,47,999,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,North Carolina,Kamala Harris,49,999,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
YouGov,3,NA,Kamala Harris,46,1194,rv,Online Panel,2024-08-22,2024-08-26,1,71
YouGov,3,NA,Kamala Harris,47,1197,rv,Online Panel,2024-08-22,2024-08-26,1,71
YouGov,3,NA,Kamala Harris,39,1788,a,Online Panel,2024-08-22,2024-08-26,1,71
YouGov,3,NA,Kamala Harris,44,1200,rv,Online Panel,2024-08-22,2024-08-26,1,71
Echelon Insights,2.7,NA,Kamala Harris,48,1031,lv,Online Panel,2024-08-23,2024-08-25,1,72
Echelon Insights,2.7,NA,Kamala Harris,47,1031,lv,Online Panel,2024-08-23,2024-08-25,1,72
Echelon Insights,2.7,NA,Kamala Harris,48,1031,lv,Online Panel,2024-08-23,2024-08-25,1,72
Leger,2,NA,Kamala Harris,50,908,a,Online Panel,2024-08-23,2024-08-25,1,72
Leger,2,NA,Kamala Harris,50,863,lv,Online Panel,2024-08-23,2024-08-25,1,72
Kaplan Strategies,2,NA,Kamala Harris,50,1257,rv,NA,2024-08-24,2024-08-24,1,73
Kaplan Strategies,2,NA,Kamala Harris,52,1190,lv,NA,2024-08-24,2024-08-24,1,73
Angus Reid,2,NA,Kamala Harris,45,1758,rv,Online Panel,2024-08-19,2024-08-23,1,74
Angus Reid,2,NA,Kamala Harris,47,1758,rv,Online Panel,2024-08-19,2024-08-23,1,74
YouGov,3,Pennsylvania,Kamala Harris,43,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Pennsylvania,Kamala Harris,43,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Wisconsin,Kamala Harris,48,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Wisconsin,Kamala Harris,45,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Michigan,Kamala Harris,44,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Michigan,Kamala Harris,44,500,a,Online Panel,2024-08-15,2024-08-23,0,74
Emerson,2.9,New Mexico,Kamala Harris,53.6,965,rv,IVR/Online Panel/Text-to-Web,2024-08-20,2024-08-22,0,75
Emerson,2.9,New Mexico,Kamala Harris,51,965,rv,IVR/Online Panel/Text-to-Web,2024-08-20,2024-08-22,0,75
RMG Research,2.3,NA,Kamala Harris,49,2404,lv,Online Panel,2024-08-19,2024-08-22,1,75
RMG Research,2.3,NA,Kamala Harris,48,2404,lv,Online Panel,2024-08-19,2024-08-22,1,75
YouGov,3,NA,Kamala Harris,44,1835,a,Online Panel,2024-08-15,2024-08-22,1,75
SurveyUSA/High Point University,2.8,North Carolina,Kamala Harris,46,1053,rv,Online Panel,2024-08-19,2024-08-21,0,76
SurveyUSA/High Point University,2.8,North Carolina,Kamala Harris,47,941,lv,Online Panel,2024-08-19,2024-08-21,0,76
YouGov,3,NA,Kamala Harris,46,1371,rv,Online Panel,2024-08-17,2024-08-20,1,77
Fairleigh Dickinson,2.6,NA,Kamala Harris,50,801,rv,Live Phone/Text-to-Web,2024-08-17,2024-08-20,1,77
InsiderAdvantage,2,Pennsylvania,Kamala Harris,46,800,lv,NA,2024-08-18,2024-08-19,0,78
U. New Hampshire,2.6,New Hampshire,Kamala Harris,50,2048,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,New Hampshire,Kamala Harris,52,2048,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Vermont,Kamala Harris,67,924,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Vermont,Kamala Harris,70,924,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine,Kamala Harris,55,951,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine,Kamala Harris,58,951,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-1,Kamala Harris,62,490,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-1,Kamala Harris,64,476,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-2,Kamala Harris,49,443,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-2,Kamala Harris,52,432,lv,Probability Panel,2024-08-15,2024-08-19,0,78
Remington,2.6,Nebraska CD-2,Kamala Harris,50,656,lv,IVR,2024-08-14,2024-08-17,0,80
YouGov,3,NA,Kamala Harris,51,3253,lv,Online Panel,2024-08-14,2024-08-16,1,81
YouGov,3,NA,Kamala Harris,49,3253,lv,Online Panel,2024-08-14,2024-08-16,1,81
Roanoke College,2.6,Virginia,Kamala Harris,47,691,lv,Live Phone/Online Panel,2024-08-12,2024-08-16,0,81
Roanoke College,2.6,Virginia,Kamala Harris,45,691,lv,Live Phone/Online Panel,2024-08-12,2024-08-16,0,81
Noble Predictive Insights,2.4,Arizona,Kamala Harris,44,1003,rv,Online Panel,2024-08-12,2024-08-16,0,81
Noble Predictive Insights,2.4,Arizona,Kamala Harris,43,1003,rv,Online Panel,2024-08-12,2024-08-16,0,81
YouGov,3,Missouri,Kamala Harris,41,900,lv,Online Panel,2024-08-08,2024-08-16,0,81
University of Houston/Texas Southern University,2.2,Texas,Kamala Harris,44.6,1365,lv,Online Panel,2024-08-05,2024-08-16,0,81
Cygnal,2.1,Pennsylvania,Kamala Harris,47.8,800,lv,NA,2024-08-14,2024-08-15,0,82
Cygnal,2.1,Pennsylvania,Kamala Harris,43.4,800,lv,NA,2024-08-14,2024-08-15,0,82
Siena/NYT,3,Nevada,Kamala Harris,46,677,rv,Live Phone,2024-08-12,2024-08-15,0,82
Siena/NYT,3,Nevada,Kamala Harris,47,677,lv,Live Phone,2024-08-12,2024-08-15,0,82
Siena/NYT,3,Nevada,Kamala Harris,42,677,rv,Live Phone,2024-08-12,2024-08-15,0,82
Siena/NYT,3,Nevada,Kamala Harris,44,677,lv,Live Phone,2024-08-12,2024-08-15,0,82
Siena/NYT,3,Arizona,Kamala Harris,49,677,rv,Live Phone,2024-08-08,2024-08-15,0,82
Siena/NYT,3,Arizona,Kamala Harris,50,677,lv,Live Phone,2024-08-08,2024-08-15,0,82
Siena/NYT,3,Arizona,Kamala Harris,45,677,rv,Live Phone,2024-08-08,2024-08-15,0,82
Siena/NYT,3,Arizona,Kamala Harris,47,677,lv,Live Phone,2024-08-08,2024-08-15,0,82
Data for Progress,2.6,NA,Kamala Harris,49,6067,lv,NA,2024-08-01,2024-08-15,1,82
Data for Progress,2.6,NA,Kamala Harris,47,6067,lv,NA,2024-08-01,2024-08-15,1,82
St. Anselm,2.4,New Hampshire,Kamala Harris,51,1656,rv,Online Panel,2024-08-13,2024-08-14,0,83
Emerson,2.9,Pennsylvania,Kamala Harris,49.3,1000,lv,IVR/Online Panel/Text-to-Web,2024-08-13,2024-08-14,0,83
Emerson,2.9,Pennsylvania,Kamala Harris,46.8,1000,lv,IVR/Online Panel/Text-to-Web,2024-08-13,2024-08-14,0,83
Emerson,2.9,NA,Kamala Harris,52.3,1000,lv,IVR/Online Panel/Text-to-Web,2024-08-12,2024-08-14,1,83
Emerson,2.9,NA,Kamala Harris,48.3,1000,lv,IVR/Online Panel/Text-to-Web,2024-08-12,2024-08-14,1,83
RMG Research,2.3,NA,Kamala Harris,47,2708,lv,Online Panel,2024-08-12,2024-08-14,1,83
RMG Research,2.3,NA,Kamala Harris,45,2708,lv,Online Panel,2024-08-12,2024-08-14,1,83
Siena/NYT,3,North Carolina,Kamala Harris,49,655,rv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,North Carolina,Kamala Harris,49,655,lv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,North Carolina,Kamala Harris,45,655,rv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,North Carolina,Kamala Harris,46,655,lv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,Georgia,Kamala Harris,44,661,rv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,Georgia,Kamala Harris,46,661,lv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,Georgia,Kamala Harris,41,661,rv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,Georgia,Kamala Harris,44,661,lv,Live Phone,2024-08-09,2024-08-14,0,83
RMG Research,2.3,Montana,Kamala Harris,39,540,rv,Online Panel,2024-08-06,2024-08-14,0,83
YouGov,3,NA,Kamala Harris,46,1407,rv,Online Panel,2024-08-11,2024-08-13,1,84
Ipsos,2.8,NA,Kamala Harris,50,2336,a,Probability Panel,2024-08-09,2024-08-13,1,84
Ipsos,2.8,NA,Kamala Harris,49,1975,rv,Probability Panel,2024-08-09,2024-08-13,1,84
Ipsos,2.8,NA,Kamala Harris,51,1505,lv,Probability Panel,2024-08-09,2024-08-13,1,84
Ipsos,2.8,NA,Kamala Harris,47,2336,a,Probability Panel,2024-08-09,2024-08-13,1,84
Ipsos,2.8,NA,Kamala Harris,47,1975,rv,Probability Panel,2024-08-09,2024-08-13,1,84
Beacon/Shaw,2.8,NA,Kamala Harris,45,1105,rv,Live Phone,2024-08-09,2024-08-12,1,85
Beacon/Shaw,2.8,NA,Kamala Harris,49,1105,rv,Live Phone,2024-08-09,2024-08-12,1,85
Quinnipiac,2.8,Pennsylvania,Kamala Harris,48,1738,lv,Live Phone,2024-08-08,2024-08-12,0,85
Quinnipiac,2.8,Pennsylvania,Kamala Harris,50,1738,lv,Live Phone,2024-08-08,2024-08-12,0,85
Suffolk,2.9,Florida,Kamala Harris,41.8,500,lv,Live Phone,2024-08-07,2024-08-11,0,86
Pew,2.5,NA,Kamala Harris,46,7569,rv,Probability Panel,2024-08-05,2024-08-11,1,86
UC Berkeley,2.5,California,Kamala Harris,59,3765,lv,NA,2024-07-31,2024-08-11,0,86
Franklin and Marshall College,2.4,Pennsylvania,Kamala Harris,46,920,rv,Mail-to-Web/Mail-to-Phone,2024-07-21,2024-08-11,0,86
Siena/NYT,3,Pennsylvania,Kamala Harris,49,693,rv,Live Phone,2024-08-06,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Kamala Harris,50,693,lv,Live Phone,2024-08-06,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Kamala Harris,45,693,rv,Live Phone,2024-08-06,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Kamala Harris,46,693,lv,Live Phone,2024-08-06,2024-08-09,0,88
YouGov Blue,3,North Carolina,Kamala Harris,46,802,rv,Online Panel,2024-08-05,2024-08-09,0,88
InsiderAdvantage,2,Michigan,Kamala Harris,49,800,lv,NA,2024-08-06,2024-08-08,0,89
Cygnal,2.1,NA,Kamala Harris,47.6,1500,lv,NA,2024-08-06,2024-08-08,1,89
Cygnal,2.1,NA,Kamala Harris,44.2,1500,lv,NA,2024-08-06,2024-08-08,1,89
Siena/NYT,3,Michigan,Kamala Harris,45,619,rv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Michigan,Kamala Harris,50,619,lv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Michigan,Kamala Harris,44,619,rv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Michigan,Kamala Harris,48,619,lv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Kamala Harris,50,661,rv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Kamala Harris,50,661,lv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Kamala Harris,49,661,rv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Kamala Harris,49,661,lv,Live Phone,2024-08-05,2024-08-08,0,89
InsiderAdvantage,2,Wisconsin,Kamala Harris,48.3,800,lv,NA,2024-08-06,2024-08-07,0,90
RMG Research,2.3,NA,Kamala Harris,47,2000,rv,Online Panel,2024-08-05,2024-08-07,1,90
Ipsos,2.8,NA,Kamala Harris,42,1342,rv,Probability Panel,2024-08-02,2024-08-07,1,90
Ipsos,2.8,NA,Kamala Harris,49,1342,rv,Probability Panel,2024-08-02,2024-08-07,1,90
Emerson,2.9,Montana,Kamala Harris,42.5,1000,lv,Online Panel/Text-to-Web,2024-08-05,2024-08-06,0,91
Emerson,2.9,Montana,Kamala Harris,39,1000,lv,Online Panel/Text-to-Web,2024-08-05,2024-08-06,0,91
YouGov,3,NA,Kamala Harris,45,1413,rv,Online Panel,2024-08-04,2024-08-06,1,91
Cygnal,2.1,North Carolina,Kamala Harris,44.1,600,lv,NA,2024-08-04,2024-08-05,0,92
SurveyUSA,2.8,NA,Kamala Harris,48,1510,lv,Online Panel,2024-08-02,2024-08-05,1,92
RMG Research,2.3,Wisconsin,Kamala Harris,48,800,rv,NA,2024-07-31,2024-08-05,0,92
Marist,2.9,NA,Kamala Harris,51,1513,rv,Live Phone/Online Panel/Text-to-Web,2024-08-01,2024-08-04,1,93
Marist,2.9,NA,Kamala Harris,48,1513,rv,Live Phone/Online Panel/Text-to-Web,2024-08-01,2024-08-04,1,93
Hart/POS,2.6,NA,Kamala Harris,46,1001,rv,Live Phone,2024-07-31,2024-08-04,1,93
YouGov,3,NA,Kamala Harris,50,3092,lv,Online Panel,2024-07-30,2024-08-02,1,95
YouGov,3,NA,Kamala Harris,49,3092,lv,Online Panel,2024-07-30,2024-08-02,1,95
UMass Amherst/YouGov,2.4,NA,Kamala Harris,46,1000,rv,Online Panel,2024-07-29,2024-08-01,1,96
Siena,2.7,New York,Kamala Harris,53,1199,lv,Live Phone,2024-07-28,2024-08-01,0,96
Siena,2.7,New York,Kamala Harris,49,1199,lv,Live Phone,2024-07-28,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Kamala Harris,49,877,rv,Live Phone/Email,2024-07-24,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Kamala Harris,50,801,lv,Live Phone/Email,2024-07-24,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Kamala Harris,45,877,rv,Live Phone/Email,2024-07-24,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Kamala Harris,46,801,lv,Live Phone/Email,2024-07-24,2024-08-01,0,96
Marquette Law School,3,NA,Kamala Harris,52,879,rv,Probability Panel,2024-07-24,2024-08-01,1,96
Marquette Law School,3,NA,Kamala Harris,53,683,lv,Probability Panel,2024-07-24,2024-08-01,1,96
Marquette Law School,3,NA,Kamala Harris,47,879,rv,Probability Panel,2024-07-24,2024-08-01,1,96
Marquette Law School,3,NA,Kamala Harris,50,683,lv,Probability Panel,2024-07-24,2024-08-01,1,96
RMG Research,2.3,NA,Kamala Harris,47,3000,rv,NA,2024-07-29,2024-07-31,1,97
YouGov,3,NA,Kamala Harris,46,1434,rv,Online Panel,2024-07-27,2024-07-30,1,98
Civiqs,2.4,NA,Kamala Harris,49,1123,rv,Online Panel,2024-07-27,2024-07-30,1,98
GQR,2,Pennsylvania,Kamala Harris,50,500,lv,Live Phone,2024-07-26,2024-07-30,0,98
Ipsos,2.8,NA,Kamala Harris,43,876,rv,Probability Panel,2024-07-26,2024-07-28,1,100
Emerson,2.9,New Hampshire,Kamala Harris,52.4,1000,rv,Online Panel/Text-to-Web,2024-07-26,2024-07-28,0,100
Emerson,2.9,New Hampshire,Kamala Harris,47.7,1000,rv,Online Panel/Text-to-Web,2024-07-26,2024-07-28,0,100
Leger,2,NA,Kamala Harris,48,786,lv,Online Panel,2024-07-26,2024-07-28,1,100
Susquehanna,2.3,Pennsylvania,Kamala Harris,47,600,lv,NA,2024-07-22,2024-07-28,0,100
U. North Florida,2.8,Florida,Kamala Harris,42,774,lv,Live Phone/Text-to-Web,2024-07-24,2024-07-27,0,101
St. Anselm,2.4,New Hampshire,Kamala Harris,50,2083,rv,Online Panel,2024-07-24,2024-07-25,0,103
Ipsos,2.8,NA,Kamala Harris,38,1238,a,Probability Panel,2024-07-24,2024-07-25,1,103
U. New Hampshire,2.6,Maine,Kamala Harris,48,1445,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,Maine,Kamala Harris,54,1445,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,New Hampshire,Kamala Harris,49,2875,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,New Hampshire,Kamala Harris,53,2875,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
SurveyUSA,2.8,Minnesota,Kamala Harris,50,656,lv,Online Panel,2024-07-23,2024-07-25,0,103
AtlasIntel,2.7,NA,Kamala Harris,48,1980,rv,Online Ad,2024-07-23,2024-07-25,1,103
AtlasIntel,2.7,NA,Kamala Harris,46.1,1980,rv,Online Ad,2024-07-23,2024-07-25,1,103
Angus Reid,2,NA,Kamala Harris,44,1743,rv,Online Panel,2024-07-23,2024-07-25,1,103
U. New Hampshire,2.6,Maine CD-1,Kamala Harris,56,732,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-1,Kamala Harris,60,732,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-2,Kamala Harris,40,701,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-2,Kamala Harris,49,701,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
Siena/NYT,3,NA,Kamala Harris,46,1142,rv,Live Phone,2024-07-22,2024-07-24,1,104
Siena/NYT,3,NA,Kamala Harris,47,1142,lv,Live Phone,2024-07-22,2024-07-24,1,104
Siena/NYT,3,NA,Kamala Harris,42,1142,rv,Live Phone,2024-07-22,2024-07-24,1,104
Siena/NYT,3,NA,Kamala Harris,44,1142,lv,Live Phone,2024-07-22,2024-07-24,1,104
SurveyMonkey,2,NA,Kamala Harris,38,5265,a,Online Panel,2024-07-22,2024-07-24,1,104
Beacon/Shaw,2.8,Wisconsin,Kamala Harris,46,1046,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Wisconsin,Kamala Harris,49,1046,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
