pollster,numeric_grade,state,pct,sample_size,population,methodology,recency_weight,sample_size_weight,national_poll
Morning Consult,1.9,Pennsylvania,49,993,rv,Online Panel,0.34415378686541237,0.4317391304347826,0
Morning Consult,1.9,Pennsylvania,51,924,lv,Online Panel,0.34415378686541237,0.4017391304347826,0
Morning Consult,1.9,Pennsylvania,51,924,lv,Online Panel,0.34415378686541237,0.4017391304347826,0
Morning Consult,1.9,Wisconsin,49,849,rv,Online Panel,0.34415378686541237,0.3691304347826087,0
Morning Consult,1.9,Wisconsin,50,849,rv,Online Panel,0.34415378686541237,0.3691304347826087,0
Morning Consult,1.9,Wisconsin,50,785,lv,Online Panel,0.34415378686541237,0.34130434782608693,0
Morning Consult,1.9,Wisconsin,51,785,lv,Online Panel,0.34415378686541237,0.34130434782608693,0
Virginia Commonwealth U.,2.1,Virginia,43,832,a,Live Phone/Text-to-Web,0.34415378686541237,0.3617391304347826,0
Virginia Commonwealth U.,2.1,Virginia,47.4,762,rv,Live Phone/Text-to-Web,0.34415378686541237,0.331304347826087,0
Emerson,2.9,Texas,46.7,950,lv,Online Panel/Text-to-Web,0.33287108369807955,0.41304347826086957,0
Emerson,2.9,Virginia,52.7,860,lv,Online Panel/Text-to-Web,0.33287108369807955,0.3739130434782609,0
Morning Consult,1.9,NA,51,11167,lv,Online Panel,0.33287108369807955,1,1
YouGov,3,NA,47,1424,rv,Online Panel,0.33287108369807955,0.6191304347826087,1
YouGov,3,NA,49,1220,lv,Online Panel,0.33287108369807955,0.5304347826086957,1
YouGov,3,Georgia,49,1441,lv,Online Panel,0.33287108369807955,0.6265217391304347,0
Beacon/Shaw,2.8,Arizona,47,1021,rv,Live Phone/Text-to-Web,0.33287108369807955,0.4439130434782609,0
Beacon/Shaw,2.8,Arizona,47,764,lv,Live Phone/Text-to-Web,0.33287108369807955,0.33217391304347826,0
Beacon/Shaw,2.8,Arizona,48,1021,rv,Live Phone/Text-to-Web,0.33287108369807955,0.4439130434782609,0
Beacon/Shaw,2.8,Arizona,48,764,lv,Live Phone/Text-to-Web,0.33287108369807955,0.33217391304347826,0
Beacon/Shaw,2.8,Georgia,49,1006,rv,Live Phone/Text-to-Web,0.33287108369807955,0.4373913043478261,0
Beacon/Shaw,2.8,Georgia,50,707,lv,Live Phone/Text-to-Web,0.33287108369807955,0.3073913043478261,0
Beacon/Shaw,2.8,Georgia,51,1006,rv,Live Phone/Text-to-Web,0.33287108369807955,0.4373913043478261,0
Beacon/Shaw,2.8,Georgia,51,707,lv,Live Phone/Text-to-Web,0.33287108369807955,0.3073913043478261,0
Beacon/Shaw,2.8,North Carolina,47,787,lv,Live Phone/Text-to-Web,0.33287108369807955,0.3421739130434783,0
Beacon/Shaw,2.8,North Carolina,48,991,rv,Live Phone/Text-to-Web,0.33287108369807955,0.4308695652173913,0
Beacon/Shaw,2.8,North Carolina,49,787,lv,Live Phone/Text-to-Web,0.33287108369807955,0.3421739130434783,0
Beacon/Shaw,2.8,North Carolina,50,991,rv,Live Phone/Text-to-Web,0.33287108369807955,0.4308695652173913,0
Beacon/Shaw,2.8,Pennsylvania,47,775,lv,Live Phone/Text-to-Web,0.33287108369807955,0.33695652173913043,0
Beacon/Shaw,2.8,Pennsylvania,48,1021,rv,Live Phone/Text-to-Web,0.33287108369807955,0.4439130434782609,0
Beacon/Shaw,2.8,Pennsylvania,49,775,lv,Live Phone/Text-to-Web,0.33287108369807955,0.33695652173913043,0
Beacon/Shaw,2.8,Pennsylvania,50,1021,rv,Live Phone/Text-to-Web,0.33287108369807955,0.4439130434782609,0
Marist,2.9,Arizona,48,1416,rv,Live Phone/Online Panel/Text-to-Web,0.33287108369807955,0.6156521739130435,0
Marist,2.9,Arizona,49,1264,lv,Live Phone/Online Panel/Text-to-Web,0.33287108369807955,0.5495652173913044,0
Marist,2.9,North Carolina,49,1507,rv,Live Phone/Online Panel/Text-to-Web,0.33287108369807955,0.6552173913043479,0
Marist,2.9,North Carolina,49,1348,lv,Live Phone/Online Panel/Text-to-Web,0.33287108369807955,0.5860869565217391,0
Marist,2.9,Georgia,49,1420,rv,Live Phone/Online Panel/Text-to-Web,0.33287108369807955,0.6173913043478261,0
Marist,2.9,Georgia,49,1220,lv,Live Phone/Online Panel/Text-to-Web,0.33287108369807955,0.5304347826086957,0
Suffolk,2.9,Arizona,42.4,500,lv,Live Phone,0.33287108369807955,0.21739130434782608,0
Clarity,1.6,NA,51,1000,lv,Online Panel,0.33287108369807955,0.43478260869565216,1
Clarity,1.6,NA,58,1000,lv,Online Panel,0.33287108369807955,0.43478260869565216,1
Fabrizio/Impact,1.7,Pennsylvania,49,600,lv,Live Phone/Text-to-Web,0.33287108369807955,0.2608695652173913,0
Fabrizio/Impact,1.7,Pennsylvania,50,600,lv,Live Phone/Text-to-Web,0.33287108369807955,0.2608695652173913,0
Morning Consult,1.9,NA,51,11157,lv,Online Panel,0.3219582715376759,1,1
SurveyUSA,2.8,Nebraska,40,558,lv,IVR/Online Panel/Text-to-Web,0.3219582715376759,0.2426086956521739,0
HarrisX,1.5,NA,52,1011,rv,Online Panel,0.3219582715376759,0.43956521739130433,1
HarrisX,1.5,NA,50,1011,rv,Online Panel,0.3219582715376759,0.43956521739130433,1
Monmouth,2.9,Pennsylvania,47,654,rv,NA,0.3219582715376759,0.2843478260869565,0
University of Maryland/Washington Post,2.5,Maryland,63,1012,lv,Live Phone/Text-to-Web,0.3219582715376759,0.44,0
University of Maryland/Washington Post,2.5,Maryland,64,1012,lv,Live Phone/Text-to-Web,0.3219582715376759,0.44,0
University of Maryland/Washington Post,2.5,Maryland,61,1012,rv,Live Phone/Text-to-Web,0.3219582715376759,0.44,0
University of Maryland/Washington Post,2.5,Maryland,62,1012,rv,Live Phone/Text-to-Web,0.3219582715376759,0.44,0
RMG Research,2.3,Wisconsin,50,788,lv,Online Panel,0.3219582715376759,0.3426086956521739,0
Morning Consult,1.9,NA,50,11057,lv,Online Panel,0.3114032239145977,1,1
Ipsos,2.8,NA,46.61,871,rv,Probability Panel,0.3114032239145977,0.37869565217391304,1
Ipsos,2.8,NA,50,785,lv,Probability Panel,0.3114032239145977,0.34130434782608693,1
Ipsos,2.8,NA,42,1029,a,Probability Panel,0.3114032239145977,0.4473913043478261,1
CNN/SSRS,2.8,NA,48,2074,lv,Probability Panel,0.3114032239145977,0.9017391304347826,1
CNN/SSRS,2.8,NA,47,2074,rv,Probability Panel,0.3114032239145977,0.9017391304347826,1
Quinnipiac,2.8,NA,47,1728,lv,Live Phone,0.3114032239145977,0.7513043478260869,1
Quinnipiac,2.8,NA,48,1728,lv,Live Phone,0.3114032239145977,0.7513043478260869,1
Susquehanna,2.3,Pennsylvania,46,700,lv,NA,0.3114032239145977,0.30434782608695654,0
Slingshot Strategies,1.4,Delaware,54,500,rv,NA,0.30119421191220214,0.21739130434782608,0
Morning Consult,1.9,NA,50,10840,lv,NA,0.30119421191220214,1,1
Siena/NYT,3,Arizona,45,713,rv,Live Phone,0.30119421191220214,0.31,0
Siena/NYT,3,Arizona,45,713,lv,Live Phone,0.30119421191220214,0.31,0
Siena/NYT,3,Arizona,42,713,rv,Live Phone,0.30119421191220214,0.31,0
Siena/NYT,3,Arizona,43,713,lv,Live Phone,0.30119421191220214,0.31,0
Siena/NYT,3,Georgia,44,682,rv,Live Phone,0.30119421191220214,0.2965217391304348,0
Siena/NYT,3,Georgia,45,682,lv,Live Phone,0.30119421191220214,0.2965217391304348,0
Siena/NYT,3,Georgia,43,682,rv,Live Phone,0.30119421191220214,0.2965217391304348,0
Siena/NYT,3,Georgia,44,682,lv,Live Phone,0.30119421191220214,0.2965217391304348,0
Siena/NYT,3,North Carolina,47,682,rv,Live Phone,0.30119421191220214,0.2965217391304348,0
Siena/NYT,3,North Carolina,47,682,lv,Live Phone,0.30119421191220214,0.2965217391304348,0
Siena/NYT,3,North Carolina,46,682,rv,Live Phone,0.30119421191220214,0.2965217391304348,0
Siena/NYT,3,North Carolina,45,682,lv,Live Phone,0.30119421191220214,0.2965217391304348,0
YouGov,3,NA,52,3129,lv,Online Panel,0.291319891133471,1,1
Morning Consult,1.9,NA,49,10539,lv,NA,0.291319891133471,1,1
RMG Research,2.3,Ohio,43,781,lv,Online Panel,0.291319891133471,0.33956521739130435,0
RMG Research,2.3,Pennsylvania,49,783,lv,NA,0.291319891133471,0.34043478260869564,0
Meredith College,1.6,North Carolina,48,802,lv,Online Panel,0.291319891133471,0.348695652173913,0
Embold Research,1.4,Rhode Island,52,876,lv,Text-to-Web/Online Ad,0.291319891133471,0.3808695652173913,0
Remington,2.6,Michigan,49,800,lv,NA,0.291319891133471,0.34782608695652173,0
Remington,2.6,Nevada,48,800,lv,NA,0.291319891133471,0.34782608695652173,0
Remington,2.6,Pennsylvania,47,800,lv,NA,0.291319891133471,0.34782608695652173,0
Remington,2.6,Wisconsin,48,800,lv,NA,0.291319891133471,0.34782608695652173,0
Remington,2.6,Montana,39,800,lv,NA,0.291319891133471,0.34782608695652173,0
Morning Consult,1.9,NA,50,10528,lv,NA,0.28176928909495835,1,1
Change Research,1.4,NA,48,1600,lv,Online Ad,0.28176928909495835,0.6956521739130435,1
RMG Research,2.3,NA,50,2969,lv,NA,0.28176928909495835,1,1
Redfield & Wilton Strategies,1.8,Arizona,47,789,lv,Online Panel,0.28176928909495835,0.34304347826086956,0
Redfield & Wilton Strategies,1.8,Florida,45,1602,lv,Online Panel,0.28176928909495835,0.6965217391304348,0
Redfield & Wilton Strategies,1.8,Michigan,46,993,lv,Online Panel,0.28176928909495835,0.4317391304347826,0
Redfield & Wilton Strategies,1.8,Minnesota,50,703,lv,Online Panel,0.28176928909495835,0.3056521739130435,0
Redfield & Wilton Strategies,1.8,Nevada,45,652,lv,Online Panel,0.28176928909495835,0.28347826086956524,0
Redfield & Wilton Strategies,1.8,Pennsylvania,47,1086,lv,Online Panel,0.28176928909495835,0.4721739130434783,0
Redfield & Wilton Strategies,1.8,Wisconsin,47,600,lv,Online Panel,0.28176928909495835,0.2608695652173913,0
Redfield & Wilton Strategies,1.8,Georgia,46,1043,lv,Online Panel,0.28176928909495835,0.4534782608695652,0
Redfield & Wilton Strategies,1.8,North Carolina,47,868,lv,Online Panel,0.28176928909495835,0.3773913043478261,0
Muhlenberg,2.8,Pennsylvania,48,450,lv,Live Phone,0.28176928909495835,0.1956521739130435,0
Tarrance,1.6,Nevada,47,600,lv,Live Phone,0.28176928909495835,0.2608695652173913,0
RMG Research,2.3,Montana,38,491,lv,Online Panel,0.28176928909495835,0.21347826086956523,0
University of Massachusetts Lowell/YouGov,2.9,Michigan,48,650,lv,Online Panel,0.28176928909495835,0.2826086956521739,0
University of Massachusetts Lowell/YouGov,2.9,Pennsylvania,48,800,lv,Online Panel,0.28176928909495835,0.34782608695652173,0
Victory Insights,1.3,North Carolina,44.9,600,lv,IVR/Text-to-Web,0.2725317930340126,0.2608695652173913,0
TIPP,1.8,Georgia,47.5,1046,rv,Online Panel,0.2725317930340126,0.4547826086956522,0
TIPP,1.8,Georgia,47.6,835,lv,Online Panel,0.2725317930340126,0.3630434782608696,0
TIPP,1.8,Georgia,46.4,1046,rv,Online Panel,0.2725317930340126,0.4547826086956522,0
TIPP,1.8,Georgia,47.8,835,lv,Online Panel,0.2725317930340126,0.3630434782608696,0
Mason-Dixon,2.6,Minnesota,48,800,lv,Live Phone,0.2725317930340126,0.34782608695652173,0
Suffolk,2.9,Michigan,47.6,500,lv,Live Phone,0.2725317930340126,0.21739130434782608,0
Morning Consult,1.9,NA,50,10578,lv,NA,0.2725317930340126,1,1
Emerson,2.9,Arizona,48.7,868,lv,IVR/Online Panel/Text-to-Web,0.2725317930340126,0.3773913043478261,0
Emerson,2.9,Georgia,48.2,975,lv,IVR/Online Panel/Text-to-Web,0.2725317930340126,0.42391304347826086,0
Emerson,2.9,Michigan,50,875,lv,IVR/Online Panel/Text-to-Web,0.2725317930340126,0.3804347826086957,0
Emerson,2.9,Nevada,48.8,895,lv,IVR/Online Panel/Text-to-Web,0.2725317930340126,0.38913043478260867,0
Emerson,2.9,Pennsylvania,49.6,880,lv,IVR/Online Panel/Text-to-Web,0.2725317930340126,0.3826086956521739,0
Emerson,2.9,North Carolina,49.7,1000,lv,IVR/Online Panel/Text-to-Web,0.2725317930340126,0.43478260869565216,0
Emerson,2.9,Wisconsin,48.7,1000,lv,IVR/Online Panel/Text-to-Web,0.2725317930340126,0.43478260869565216,0
MassINC Polling Group,2.8,Pennsylvania,50,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
MassINC Polling Group,2.8,Pennsylvania,52,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
MassINC Polling Group,2.8,Massachusetts,60,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
MassINC Polling Group,2.8,Massachusetts,63,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
SurveyUSA,2.8,New Mexico,50,619,lv,Online Panel,0.2725317930340126,0.2691304347826087,0
MassINC Polling Group,2.8,Wisconsin,51,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
MassINC Polling Group,2.8,Wisconsin,53,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
MassINC Polling Group,2.8,Connecticut,53,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
MassINC Polling Group,2.8,Rhode Island,53,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
MassINC Polling Group,2.8,Rhode Island,56,800,lv,Live Phone/Text-to-Web,0.2725317930340126,0.34782608695652173,0
Morning Consult,1.9,Arizona,48.37,862,lv,Online Panel,0.2725317930340126,0.37478260869565216,0
Morning Consult,1.9,Florida,46.8,2948,lv,Online Panel,0.2725317930340126,1,0
Morning Consult,1.9,Maryland,61.41,578,lv,Online Panel,0.2725317930340126,0.25130434782608696,0
Morning Consult,1.9,Michigan,51.97,1297,lv,Online Panel,0.2725317930340126,0.5639130434782609,0
Morning Consult,1.9,Nevada,50.87,474,lv,Online Panel,0.2725317930340126,0.20608695652173914,0
Morning Consult,1.9,Ohio,43.02,1488,lv,Online Panel,0.2725317930340126,0.6469565217391304,0
Morning Consult,1.9,Pennsylvania,48.74,1756,lv,Online Panel,0.2725317930340126,0.7634782608695653,0
Morning Consult,1.9,Texas,45.77,2716,lv,Online Panel,0.2725317930340126,1,0
Morning Consult,1.9,Wisconsin,50.22,600,lv,Online Panel,0.2725317930340126,0.2608695652173913,0
Morning Consult,1.9,North Carolina,49.33,1314,lv,Online Panel,0.2725317930340126,0.571304347826087,0
Morning Consult,1.9,Colorado,52.5,512,lv,Online Panel,0.2725317930340126,0.22260869565217392,0
Morning Consult,1.9,Georgia,47.68,1347,lv,Online Panel,0.2725317930340126,0.5856521739130435,0
Morning Consult,1.9,Minnesota,49.56,517,lv,Online Panel,0.2725317930340126,0.22478260869565217,0
Morning Consult,1.9,Virginia,50.76,899,lv,Online Panel,0.2725317930340126,0.3908695652173913,0
PPP,1.4,Maryland,64,543,v,IVR/Text,0.26359713811572677,0.23608695652173914,0
YouGov,3,NA,49,1445,rv,Online Panel,0.26359713811572677,0.6282608695652174,1
Morning Consult,1.9,NA,50,10968,lv,NA,0.26359713811572677,1,1
Hart/POS,2.6,NA,49,1000,rv,Live Phone,0.26359713811572677,0.43478260869565216,1
Hart/POS,2.6,NA,47,1000,rv,Live Phone,0.26359713811572677,0.43478260869565216,1
Marist,2.9,Pennsylvania,49,1663,rv,Live Phone/Online Panel/Text-to-Web,0.26359713811572677,0.7230434782608696,0
Marist,2.9,Pennsylvania,49,1476,lv,Live Phone/Online Panel/Text-to-Web,0.26359713811572677,0.6417391304347826,0
Marist,2.9,Wisconsin,50,1312,rv,Live Phone/Online Panel/Text-to-Web,0.26359713811572677,0.5704347826086956,0
Marist,2.9,Wisconsin,50,1194,lv,Live Phone/Online Panel/Text-to-Web,0.26359713811572677,0.5191304347826087,0
Marist,2.9,Michigan,50,1282,rv,Live Phone/Online Panel/Text-to-Web,0.26359713811572677,0.5573913043478261,0
Marist,2.9,Michigan,52,1138,lv,Live Phone/Online Panel/Text-to-Web,0.26359713811572677,0.49478260869565216,0
Data for Progress,2.6,NA,50,6152,lv,Online Panel,0.26359713811572677,1,1
Fabrizio/Impact,1.7,North Carolina,46,600,lv,NA,0.26359713811572677,0.2608695652173913,0
Fabrizio/Impact,1.7,North Carolina,47,600,lv,NA,0.26359713811572677,0.2608695652173913,0
Cygnal,2.1,North Carolina,45.3,600,lv,Live Phone/Text-to-Web,0.25495539602650996,0.2608695652173913,0
HarrisX,1.5,NA,51,1505,rv,Online Panel,0.25495539602650996,0.6543478260869565,1
HarrisX,1.5,NA,50,1505,rv,Online Panel,0.25495539602650996,0.6543478260869565,1
HarrisX,1.5,NA,51,1306,lv,Online Panel,0.25495539602650996,0.5678260869565217,1
HarrisX,1.5,NA,51,1247,lv,Online Panel,0.25495539602650996,0.5421739130434783,1
HarrisX,1.5,NA,50,1306,lv,Online Panel,0.25495539602650996,0.5678260869565217,1
HarrisX,1.5,NA,50,1247,lv,Online Panel,0.25495539602650996,0.5421739130434783,1
Morning Consult,1.9,NA,50,11092,lv,NA,0.25495539602650996,1,1
Angus Reid,2,NA,49,1707,rv,Online Panel,0.25495539602650996,0.7421739130434782,1
Beacon/Shaw,2.8,NA,50,1102,rv,Live Phone/Text-to-Web,0.25495539602650996,0.4791304347826087,1
Beacon/Shaw,2.8,NA,50,876,lv,Live Phone/Text-to-Web,0.25495539602650996,0.3808695652173913,1
Quinnipiac,2.8,Pennsylvania,51,1331,lv,Live Phone,0.25495539602650996,0.57869565217391306,0
Quinnipiac,2.8,Pennsylvania,51,1331,lv,Live Phone,0.25495539602650996,0.57869565217391306,0
Quinnipiac,2.8,Michigan,50,905,lv,Live Phone,0.25495539602650996,0.3934782608695652,0
Quinnipiac,2.8,Michigan,51,905,lv,Live Phone,0.25495539602650996,0.3934782608695652,0
Quinnipiac,2.8,Wisconsin,48,1075,lv,Live Phone,0.25495539602650996,0.4673913043478261,0
Quinnipiac,2.8,Wisconsin,49,1075,lv,Live Phone,0.25495539602650996,0.4673913043478261,0
U. New Hampshire,2.6,Rhode Island,58,683,lv,Probability Panel,0.25495539602650996,0.29695652173913045,0
U. New Hampshire,2.6,Massachusetts,62,564,lv,Probability Panel,0.25495539602650996,0.24521739130434783,0
U. New Hampshire,2.6,New Hampshire,54,1695,lv,Probability Panel,0.25495539602650996,0.7369565217391304,0
The Washington Post,3,Pennsylvania,48,1003,lv,Live Phone/Text-to-Web,0.25495539602650996,0.4360869565217391,0
The Washington Post,3,Pennsylvania,48,1003,lv,Live Phone/Text-to-Web,0.25495539602650996,0.4360869565217391,0
J.L. Partners,1.6,NA,43,1000,lv,Live Phone/Online Panel/App Panel,0.25495539602650996,0.43478260869565216,1
J.L. Partners,1.6,NA,47,1000,lv,Live Phone/Online Panel/App Panel,0.25495539602650996,0.43478260869565216,1
Siena/NYT,3,NA,47,2437,lv,Live Phone,0.25495539602650996,1,1
Siena/NYT,3,NA,46,2437,rv,Live Phone,0.25495539602650996,1,1
Siena/NYT,3,NA,45,2437,rv,Live Phone,0.25495539602650996,1,1
Siena/NYT,3,NA,46,2437,lv,Live Phone,0.25495539602650996,1,1
Siena,2.7,New York,52,1003,lv,Live Phone/Text-to-Web,0.25495539602650996,0.4360869565217391,0
Siena,2.7,New York,55,1003,lv,Live Phone/Text-to-Web,0.25495539602650996,0.4360869565217391,0
Siena/NYT,3,Pennsylvania,50,1082,rv,Live Phone,0.25495539602650996,0.47043478260869565,0
Siena/NYT,3,Pennsylvania,50,1082,lv,Live Phone,0.25495539602650996,0.47043478260869565,0
Siena/NYT,3,Pennsylvania,48,1082,rv,Live Phone,0.25495539602650996,0.47043478260869565,0
Siena/NYT,3,Pennsylvania,49,1082,lv,Live Phone,0.25495539602650996,0.47043478260869565,0
Noble Predictive Insights,2.4,Nevada,48,692,lv,Online Panel/Text-to-Web,0.25495539602650996,0.3008695652173913,0
Noble Predictive Insights,2.4,Nevada,48,812,rv,Online Panel/Text-to-Web,0.25495539602650996,0.35304347826086957,0
Noble Predictive Insights,2.4,Nevada,47,692,lv,Online Panel/Text-to-Web,0.25495539602650996,0.3008695652173913,0
Noble Predictive Insights,2.4,Nevada,46,812,rv,Online Panel/Text-to-Web,0.25495539602650996,0.35304347826086957,0
InsiderAdvantage,2,Pennsylvania,48.4,800,lv,Text,0.2465969639416065,0.34782608695652173,0
Morning Consult,1.9,NA,51,11022,lv,Online Panel,0.2465969639416065,1,1
Trafalgar Group,0.7,Georgia,44.5,1098,lv,IVR/Live Phone/Text/Online Panel/Email,0.2465969639416065,0.47739130434782606,0
Big Village,1.2,NA,44.9,2027,a,Online Panel,0.2465969639416065,0.8813043478260869,1
Big Village,1.2,NA,47.7,1724,rv,Online Panel,0.2465969639416065,0.7495652173913043,1
Big Village,1.2,NA,50.5,1568,lv,Online Panel,0.2465969639416065,0.6817391304347826,1
Monmouth,2.9,NA,48,803,rv,Live Phone/Text-to-Web,0.2465969639416065,0.3491304347826087,1
U. Georgia SPIA,2.2,Georgia,44.4,1000,lv,Live Phone,0.2465969639416065,0.43478260869565216,0
Pan Atlantic Research,2.1,Maine,50,812,lv,Online Panel,0.2465969639416065,0.35304347826086957,0
Pan Atlantic Research,2.1,Maine CD-1,58,414,lv,Online Panel,0.2465969639416065,0.18,0
Pan Atlantic Research,2.1,Maine CD-2,42,398,lv,Online Panel,0.2465969639416065,0.17304347826086958,0
Franklin and Marshall College,2.4,Pennsylvania,49,890,rv,Mail-to-Web/Mail-to-Phone,0.2465969639416065,0.3869565217391304,0
Morning Consult,1.9,NA,50,10868,lv,Online Panel,0.23851255385430242,1,1
Suffolk,2.9,Pennsylvania,48.6,500,lv,Live Phone,0.23851255385430242,0.21739130434782608,0
Fabrizio/Impact,1.7,Wisconsin,48,600,lv,Live Phone,0.23851255385430242,0.2608695652173913,0
Fabrizio/Impact,1.7,Wisconsin,49,600,lv,Live Phone,0.23851255385430242,0.2608695652173913,0
Keating Research,1.5,Colorado,53,500,lv,Live Phone/Text-to-Web,0.23851255385430242,0.21739130434782608,0
Data for Progress,2.6,NA,50,1283,lv,Online Panel,0.23069318225496285,0.5578260869565217,1
Emerson,2.9,Maryland,65.3,890,lv,Online Panel/Text-to-Web,0.23069318225496285,0.3869565217391304,0
Emerson,2.9,Missouri,43.4,850,lv,Online Panel/Text-to-Web,0.23069318225496285,0.3695652173913043,0
Emerson,2.9,Indiana,40.7,1000,lv,Online Panel/Text-to-Web,0.23069318225496285,0.43478260869565216,0
YouGov,3,NA,50,1177,rv,Online Panel,0.23069318225496285,0.5117391304347826,1
YouGov,3,NA,50,1090,lv,Online Panel,0.23069318225496285,0.47391304347826085,1
YouGov,3,NA,48,1175,rv,Online Panel,0.23069318225496285,0.5108695652173914,1
YouGov,3,NA,49,1090,lv,Online Panel,0.23069318225496285,0.47391304347826085,1
TIPP,1.8,NA,47,1721,rv,Online Panel,0.23069318225496285,0.7482608695652174,1
TIPP,1.8,NA,45,1721,rv,Online Panel,0.23069318225496285,0.7482608695652174,1
TIPP,1.8,North Carolina,45.9,973,lv,Online Panel,0.23069318225496285,0.4230434782608696,0
Ipsos,2.8,NA,51,3276,a,Probability Panel,0.23069318225496285,1,1
Ipsos,2.8,NA,51,2772,rv,Probability Panel,0.23069318225496285,1,1
Ipsos,2.8,NA,52,2196,lv,Probability Panel,0.23069318225496285,0.9547826086956521,1
Ipsos,2.8,NA,51,3276,a,Probability Panel,0.23069318225496285,1,1
Ipsos,2.8,NA,50,2772,rv,Probability Panel,0.23069318225496285,1,1
Ipsos,2.8,NA,51,2196,lv,Probability Panel,0.23069318225496285,0.9547826086956521,1
Trafalgar Group,0.7,Nevada,45.3,1079,lv,IVR/Live Phone/Text/Online Panel/Email,0.23069318225496285,0.4691304347826087,0
Morning Consult,1.9,NA,50,10270,lv,Online Panel,0.23069318225496285,1,1
HarrisX,1.5,NA,52,3018,rv,Online Panel,0.23069318225496285,1,1
HarrisX,1.5,NA,50,3018,rv,Online Panel,0.23069318225496285,1,1
Change Research,1.4,Missouri,41,1237,rv,Text-to-Web/Online Ad,0.23069318225496285,0.5378260869565218,0
J.L. Partners,1.6,NA,47,744,a,Live Phone/Online Panel/Text-to-Web,0.23069318225496285,0.3234782608695652,1
Research & Polling,2.1,New Mexico,49,532,lv,Live Phone,0.23069318225496285,0.23130434782608697,0
Elon U.,2.5,North Carolina,46,800,rv,Online Panel,0.23069318225496285,0.34782608695652173,0
Redfield & Wilton Strategies,1.8,NA,44,1952,lv,Online Panel,0.22313016014842982,0.8486956521739131,1
InsiderAdvantage,2,Michigan,48,800,lv,Text,0.22313016014842982,0.34782608695652173,0
Ipsos,2.8,NA,47,1405,rv,Probability Panel,0.22313016014842982,0.6108695652173913,1
Ipsos,2.8,NA,43,1690,a,Probability Panel,0.22313016014842982,0.7347826086956522,1
St. Anselm,2.4,New Hampshire,51,2241,lv,Online Panel,0.22313016014842982,0.9743478260869565,0
St. Anselm,2.4,New Hampshire,51,2241,lv,Online Panel,0.22313016014842982,0.9743478260869565,0
Alaska Survey Research,1.9,Alaska,42,1254,lv,Online Panel,0.22313016014842982,0.5452173913043479,0
Trafalgar Group,0.7,North Carolina,46,1094,lv,IVR/Live Phone/Text/Online Panel/Email,0.22313016014842982,0.4756521739130435,0
InsiderAdvantage,2,Wisconsin,49,800,lv,NA,0.22313016014842982,0.34782608695652173,0
AtlasIntel,2.7,NA,48,1775,lv,NA,0.22313016014842982,0.7717391304347826,1
AtlasIntel,2.7,NA,47.3,1775,lv,NA,0.22313016014842982,0.7717391304347826,1
Trafalgar Group,0.7,Arizona,45.5,1088,lv,IVR/Live Phone/Text/Online Panel/Email,0.22313016014842982,0.47304347826086957,0
Morning Consult,1.9,NA,50,10100,lv,Online Panel,0.22313016014842982,1,1
RMG Research,2.3,NA,51,2756,lv,NA,0.22313016014842982,1,1
GQR,2,Missouri,44,645,lv,NA,0.22313016014842982,0.28043478260869564,0
Morning Consult,1.9,NA,50,3317,lv,Online Panel,0.21581508339868974,1,1
Mitchell,2.4,Michigan,48,580,lv,IVR/Text-to-Web,0.21581508339868974,0.25217391304347825,0
Mitchell,2.4,Michigan,47,580,lv,IVR/Text-to-Web,0.21581508339868974,0.25217391304347825,0
Leger,2,NA,47,1174,lv,Online Panel,0.21581508339868974,0.5104347826086957,1
Morning Consult,1.9,NA,50,9889,lv,Online Panel,0.21581508339868974,1,1
Selzer,2.8,Iowa,43,656,lv,Live Phone,0.21581508339868974,0.2852173913043478,0
Morning Consult,1.9,NA,50,3204,lv,Online Panel,0.20873982339007963,1,1
YouGov,3,NA,45,1464,rv,Online Panel,0.20873982339007963,0.6365217391304347,1
Morning Consult,1.9,NA,50,10482,lv,Online Panel,0.20873982339007963,1,1
Morning Consult,1.9,NA,49,10884,lv,Online Panel,0.20189651799465538,1,1
Data Orbital,2.9,Arizona,46,550,lv,Live Phone/Text-to-Web,0.20189651799465538,0.2391304347826087,0
Redfield & Wilton Strategies,1.8,North Carolina,45,495,lv,Online Panel,0.20189651799465538,0.21521739130434783,0
Redfield & Wilton Strategies,1.8,Arizona,46,765,lv,Online Panel,0.20189651799465538,0.33260869565217394,0
Redfield & Wilton Strategies,1.8,Florida,44,1465,lv,Online Panel,0.20189651799465538,0.6369565217391304,0
Redfield & Wilton Strategies,1.8,Georgia,47,562,lv,Online Panel,0.20189651799465538,0.24434782608695652,0
Redfield & Wilton Strategies,1.8,Michigan,48,556,lv,Online Panel,0.20189651799465538,0.2417391304347826,0
